id,longitude,latitude,walk_subway(m),walk_bus(m),car_airport(m)
19915657,-73.90472,40.77253,843,576.0,3376.0
19915939,-73.90472,40.77253,843,576.0,3376.0
19660325,-73.84201,40.71228,1222,590.0,11525.0
19784085,-73.80948,40.75561,2205,208.0,8279.0
19786240,-73.94934911230594,40.68637733482319,707,126.0,15199.0
19787245,-73.95716,40.77016,193,65.0,13989.0
19661733,-73.86092404380501,40.85234284273969,424,624.0,17184.0
19673076,-73.99147,40.68099,419,240.0,17565.0
19673107,-73.81542,40.58686,266,14966.0,18107.0
19673318,-73.81553,40.58683,265,14964.0,18106.0
19929209,-73.97729,40.74957,244,29.0,12882.0
19930476,-73.99774,40.71896,300,248.0,15561.0
19933967,-73.97643,40.74926,324,115.0,12802.0
19944735,-73.9076,40.77002,873,259.0,3570.0
19952747,-73.90472,40.77253,843,576.0,3376.0
19674497,-73.96434,40.6801,424,74.0,15284.0
19801466,-73.86837,40.72277,1073,80.0,9141.0
19803042,-73.94092,40.67574,535,83.0,21494.0
19803208,-73.94168,40.67905,152,125.0,21661.0
19807874,-73.96437,40.71388,934,157.0,12217.0
19692421,-73.97598,40.75004,237,160.0,13343.0
19693245,-73.9757,40.75002,227,140.0,13365.0
19968011,-73.99774,40.71896,300,248.0,15561.0
19808524,-73.97556,40.68946,335,68.0,15042.0
19811816,-73.97262,40.69655,1393,121.0,13985.0
19696674,-73.96288,40.67296,280,105.0,16089.0
19710276,-73.81137,40.58992,322,15184.0,18914.0
19710742,-73.96194,40.71644,597,212.0,12119.0
19831458,-73.99662,40.76089,828,231.0,15245.0
19844482,-73.91099,40.69919,92,10.0,11378.0
19991488,-73.93133,40.69287,234,41.0,12891.0
20009122,-73.98485,40.76762,362,107.0,14514.0
20014072,-73.86054,40.8509,561,617.0,16997.0
19731551,-73.97112,40.78573,239,234.0,14125.0
20016090,-73.94357,40.69068,888,106.0,13844.0
20017121,-73.95092,40.69435,160,249.0,13601.0
20026248,-73.80217,40.59035,449,15970.0,19299.0
19853102,-73.91682,40.66451,368,61.0,20093.0
19862234,-73.94402,40.79237,400,61.0,10961.0
19867655,-73.95861,40.71973,371,148.0,11893.0
20092176,-73.85087,40.71066,1390,65.0,11834.0
20119649,-73.93599,40.671,501,83.0,21021.0
19867930,-73.78328,40.83793,6159,136.0,22136.0
19873282,-73.91088,40.67603,358,16.0,18768.0
19876096,-73.98721,40.72026,209,109.0,14540.0
19876256,-73.90913,40.6764,445,166.0,18541.0
20040078,-73.9973,40.75527,503,274.0,15049.0
20044329,-73.94943,40.66346,178,227.0,22783.0
20122197,-73.99348,40.76303,981,71.0,15707.0
20131833,-74.00478,40.74922,970,243.0,15988.0
20137576,-73.98064,40.70093,540,160.0,14790.0
19888622,-73.9336,40.67615,596,84.0,20738.0
19891590,-73.98289,40.66023,466,236.0,18494.0
20149318,-73.86578,40.85646,250,235.0,17323.0
20055311,-74.10965,40.6347,3401,96.0,22014.0
20057450,-74.00174,40.65055,2184,1587.0,35219.0
20073959,-73.93592,40.67078,471,15.0,21013.0
20151455,-73.90472,40.77253,843,576.0,3376.0
20163793,-73.84066,40.69941,603,204.0,10719.0
20171179,-73.9434,40.81205,403,103.0,10962.0
20089288,-73.87235950368562,40.68767047938851,407,115.0,16539.0
20089645,-73.84659,40.69458,215,54.0,11799.0
20581903,-73.91320037841797,40.661434173583984,298,253.0,20623.0
20582991,-73.97581,40.74815,508,63.0,12700.0
20583325,-73.97545,40.74998,258,109.0,12861.0
20583769,-73.91320037841797,40.661434173583984,298,253.0,20623.0
20333831,-73.95098,40.67824,394,208.0,15543.0
20337158,-73.86538,40.74764,389,267.0,4546.0
20353880,-74.00455,40.68182,1025,103.0,18522.0
20356917,-73.95442,40.80206,455,87.0,12007.0
20358562,-73.952759,40.824902,345,117.0,12715.0
20364240,-73.93212214282661,40.67530329299448,744,190.0,20729.0
20369551,-73.9359592,40.6890047,1127,181.0,13244.0
20177584,-73.94246,40.71906,670,218.0,10239.0
20187779,-73.84691,40.69424,303,55.0,11803.0
20587378,-73.78884,40.59264,69,17073.0,16317.0
20590800,-73.92675,40.66949,637,243.0,20618.0
20608954,-73.83532,40.71467,542,370.0,8804.0
20193830,-73.96407027937877,40.6878508133699,296,215.0,14825.0
20202650,-73.97729,40.7486,390,127.0,13035.0
20202971,-73.97694,40.75029,148,66.0,13404.0
20204751,-74.00035,40.72488,297,219.0,16186.0
20403568,-73.94481,40.72785,775,323.0,10241.0
20407916,-73.96722,40.70862,876,192.0,14031.0
20425060,-73.9521,40.69045,277,59.0,14521.0
20209878,-73.94171,40.67532,554,74.0,21895.0
20612742,-73.8332,40.71351,300,181.0,8999.0
20615932,-73.91493,40.6966,394,62.0,11594.0
20624817,-73.9693,40.75972,366,65.0,13206.0
20624900,-73.99759238492943,40.71516828819986,485,92.0,15760.0
20628186,-73.93177,40.65364,1774,115.0,22225.0
20213659,-73.8512,40.66681,2084,863.0,9601.0
20427684,-73.86303264971131,40.74954819465907,46,87.0,4669.0
20437726,-73.9243,40.76139,122,1247.0,5457.0
20441901,-73.95837,40.69156,402,243.0,13790.0
20459818,-73.94819,40.69457,72,162.0,13370.0
20213973,-73.90472,40.77253,843,576.0,3376.0
20215323,-73.94569,40.8227,274,43.0,12021.0
20636416,-73.95673,40.71634,148,37.0,11372.0
20651581,-74.0072548,40.6507835,354,221.0,33452.0
20659193,-73.85857,40.88713,203,278.0,21747.0
20231480,-73.9159,40.65718,565,215.0,21190.0
20234674,-73.95176,40.77902,155,85.0,12667.0
20466016,-73.82342,40.76089,618,116.0,6589.0
20479960,-73.85371,40.7118,1543,190.0,12123.0
20480431,-73.92998,40.662,958,143.0,21182.0
20480983,-73.92859,40.82122,555,136.0,11235.0
20481814,-73.83523,40.7139,513,548.0,8916.0
20482322,-73.96206,40.66275,230,19.0,17537.0
20242938,-73.9132,40.66143,299,253.0,20623.0
20245130,-73.96095,40.71248,705,4.0,11804.0
20662043,-73.95040130615234,40.64757537841797,367,188.0,24557.0
20663721,-73.91869,40.68751,223,107.0,19512.0
20663839,-73.9778,40.72623,855,7.0,15420.0
20677750,-73.90719,40.84831,302,99.0,16871.0
20678724,-73.91565949999999,40.677266,439,223.0,19143.0
20678811,-73.93706,40.64996,1208,193.0,23138.0
20257840,-73.95325,40.77683,223,90.0,13397.0
20267865,-73.92635,40.73642,1006,47.0,7812.0
20278019,-73.9772002868573,40.764365936418265,45,26.0,13846.0
20688524,-73.94949,40.79522,636,86.0,11500.0
20692462,-73.96998,40.69099,575,165.0,14424.0
20692563,-73.99372,40.73311,465,132.0,16645.0
20279823,-73.90072,40.73525,1494,731.0,6787.0
20552326,-73.76825,40.6807,4590,402.0,7609.0
20553283,-73.93192,40.65273,1872,198.0,22320.0
20305160,-74.0608,40.59324,3147,706.0,25103.0
20698477,-73.96175,40.76048,531,54.0,12499.0
20705026,-73.81512,40.75203,1776,389.0,7853.0
20708503,-73.94203,40.85143,450,366.0,15759.0
20710022,-73.94931,40.80192,43,62.0,10943.0
20714088,-73.83217,40.77855,2515,1271.0,8180.0
20714171,-73.99554,40.7542,361,44.0,14464.0
20714517,-73.92871,40.6162,2510,115.0,20975.0
20325974,-73.97775,40.72719,663,90.0,15529.0
20326252,-73.75866968345426,40.70790820825031,2669,326.0,10714.0
20786225,-73.93242,40.79421,963,223.0,9899.0
20720290,-73.95477,40.77818,226,74.0,13017.0
20723015,-73.97751,40.72557,936,49.0,15402.0
20744654,-73.98199,40.67384,553,88.0,18083.0
20572472,-73.96952,40.68554,506,138.0,15011.0
20572848,-73.93952,40.84831,113,59.0,16204.0
20573255,-73.96575,40.6795,535,144.0,15692.0
20989220,-73.8011,40.72821,2197,635.0,12897.0
20990053,-73.95003,40.717,397,2.0,10590.0
20990607,-73.9487,40.71881,666,213.0,10481.0
20990770,-73.94916,40.71717,452,73.0,10514.0
20801864,-73.86607,40.81519,2016,269.0,14405.0
20761404,-73.99264,40.76333,998,39.0,15760.0
20763209,-73.99858,40.71635,247,328.0,16026.0
20992027,-73.98037,40.67804,344,102.0,17570.0
20999025,-73.92947,40.6994,442,310.0,11464.0
21010586,-74.00005,40.73275,73,31.0,16874.0
21013416,-73.95035,40.71706,423,39.0,10628.0
20815350,-73.94825,40.71745,511,218.0,10463.0
20816032,-73.93508,40.8135,523,318.0,11229.0
20818955,-73.84944,40.69803,661,438.0,14067.0
20770969,-73.98367,40.72637,662,57.0,15285.0
20772650,-73.96175,40.76048,531,54.0,12499.0
21203987,-73.95943,40.6925,499,153.0,14240.0
21205650,-73.97538,40.75036,185,146.0,13448.0
21205810,-73.97572,40.74844,446,80.0,12700.0
20827801,-73.93028,40.67222,604,124.0,20713.0
21015347,-73.89164,40.65749,793,204.0,14334.0
21025488,-73.84401,40.68524,662,618.0,10666.0
21027809,-73.95374,40.65915,577,79.0,23853.0
20833958,-73.93028,40.67222,604,124.0,20713.0
20835909,-73.82914,40.75746,262,24.0,6199.0
21034242,-73.98869945666092,40.76408723158923,340,53.0,15092.0
21038703,-73.93646,40.84994,365,85.0,16188.0
21205891,-73.97545,40.74848,452,86.0,12684.0
21206002,-73.97756,40.74884,342,127.0,13002.0
21213799,-73.94561,40.82218,310,223.0,11969.0
21216288,-73.91486,40.70625,472,106.0,10381.0
21217074,-73.95043,40.80386,302,223.0,11339.0
21223569,-73.94785,40.76288,713,5757.0,8101.0
20844580,-73.95377,40.70535,260,266.0,12120.0
20845031,-73.9798618,40.74572250000001,240,49.0,13250.0
20849101,-73.84236,40.90194,837,267.0,22111.0
20857108,-73.97599,40.75038,154,78.0,13402.0
21230082,-73.96573,40.76178,168,98.0,12650.0
21230233,-73.9152,40.65507,843,104.0,21450.0
21230688,-73.94815,40.80553,402,101.0,10816.0
21239885,-73.95335,40.81045,169,62.0,11339.0
21245112,-73.94952,40.74752,531,31.0,10661.0
21066611,-73.84243,40.90328,809,356.0,23893.0
21073975,-73.97793,40.74861,439,81.0,13004.0
21076625,-73.95026,40.8057,561,68.0,10974.0
21080763,-73.98031,40.74184,393,148.0,13720.0
21090094,-73.84284,40.86441,856,170.0,18129.0
21091355,-73.9609,40.75968,7889,7353.0,12328.0
20857788,-73.97711,40.75009,251,40.0,13274.0
20862285,-73.87875,40.72815,1489,493.0,9438.0
20886432,-73.91782,40.74922,839,898.0,6529.0
21098555,-73.97555,40.74993,253,113.0,12852.0
21098717,-73.97574,40.74838,453,64.0,12693.0
21098848,-73.97743,40.7501,256,74.0,13233.0
21098980,-73.97725,40.75011,245,63.0,13278.0
21247657,-73.96994,40.69263,704,24.0,14152.0
21262243,-73.90749414801789,40.68720994642341,589,110.0,17917.0
20897952,-73.97559,40.78263,447,55.0,15411.0
20912594,-73.99167,40.75938,380,62.0,15668.0
21110709,-73.92474589948257,40.774004038203,833,829.0,5080.0
21118834,-73.82729,40.75558,572,126.0,6853.0
21121438,-73.90796,40.86908,878,1113.0,17030.0
20914711,-73.96524,40.69073,452,222.0,14002.0
20916679,-73.96475,40.69104,968,738.0,14054.0
20917909,-73.94001,40.71588,584,6.0,10348.0
21148292,-73.95842,40.77118,374,113.0,13727.0
21264903,-73.95018,40.80467,407,117.0,10910.0
21273425,-73.90426224640633,40.73700158699657,1200,460.0,6875.0
21274308,-73.99117,40.66972,272,187.0,18726.0
21275075,-73.99476,40.72336,332,195.0,15664.0
20933293,-73.92489,40.76597,407,919.0,5419.0
20933850,-73.94491,40.82269,247,58.0,12042.0
20934059,-73.99349,40.6631,352,132.0,20765.0
20935388,-73.98121,40.72385,1374,195.0,15222.0
21161561,-73.95991,40.77218,232,96.0,13918.0
21161707,-73.97832,40.7281,578,232.0,15465.0
21173134,-73.9968,40.75374,330,90.0,14567.0
21175036,-73.96483,40.64364,100,580.0,20274.0
21182937,-73.9092,40.74191,531,791.0,6846.0
21280280,-73.8198,40.7549,1185,450.0,7278.0
21282152,-73.90908,40.6998,223,161.0,11163.0
21293326,-73.98145233531534,40.71970857380125,721,120.0,14667.0
21295951,-73.94918,40.66379,269,134.0,22420.0
20942352,-73.91459,40.77853,601,1164.0,5418.0
20942873,-73.98499,40.76792,388,81.0,14540.0
20951141,-73.95526,40.80096,388,89.0,12044.0
20960203,-73.97102009999999,40.6951284,1044,166.0,13955.0
21192158,-73.9769,40.75013,172,63.0,13272.0
21192284,-73.97643,40.74926,324,115.0,12802.0
21192364,-73.97643,40.74926,324,115.0,12802.0
21192430,-73.97672,40.74822,474,117.0,12645.0
21366948,-73.9722245,40.7854265,386,117.0,14275.0
20969532,-73.92457,40.74243,282,375.0,9292.0
21296642,-73.98584,40.73052,341,75.0,14617.0
21311240,-73.95777,40.71022,296,98.0,11742.0
20970380,-73.90647,40.68718,460,140.0,17946.0
20970822,-73.91699,40.65485,918,55.0,21493.0
21327397,-73.86463,40.74961,168,209.0,3564.0
21589780,-73.95159,40.68925,254,51.0,14770.0
21593310,-73.87148,40.7693,2473,417.0,1461.0
21378053,-73.9775,40.75037,272,105.0,13209.0
21383288,-73.90974,40.67459,613,147.0,18911.0
21398486,-73.94457,40.67918,397,88.0,22046.0
21595000,-73.96439,40.71786,882,67.0,12118.0
21596559,-73.83006,40.76559,846,154.0,6027.0
21354525,-73.99265,40.69068,385,118.0,16912.0
21405904,-73.86159,40.81701,1873,45.0,14298.0
21410794,-73.93489,40.81333,512,519.0,10259.0
21411274,-73.95156,40.77781,17,55.0,12878.0
21413190,-73.99009,40.77169,1018,82.0,12356.0
21421657,-73.98374,40.72369,694,189.0,15143.0
21618858,-73.93003,40.70179,739,156.0,11322.0
21619569,-73.76878,40.68107,4544,528.0,7644.0
21620762,-73.95156,40.78792,367,147.0,11936.0
21427369,-73.96185,40.68692,359,16.0,14658.0
21745569,-73.92876,40.64934,2074,218.0,22599.0
21750219,-73.94721221923828,40.79053115844727,69,63.0,11217.0
21752880,-73.947365,40.720081,620,167.0,10402.0
21621926,-73.90351,40.74416,212,1246.0,6019.0
21623610,-74.08549,40.63454,1153,116.0,24623.0
21458689,-73.73956,40.70973,4433,204.0,11534.0
21461282,-73.92021,40.83129,315,97.0,12470.0
21635603,-73.98995,40.7596,363,325.0,14841.0
21642995,-73.94336,40.72488,822,181.0,9959.0
21755710,-73.90980529260523,40.67191442461635,1020,252.0,19218.0
21765318,-73.94497,40.72365,781,238.0,10316.0
21643550,-73.88320785819118,40.743742195708464,239,487.0,5986.0
21477500,-73.89321,40.67096,419,202.0,18552.0
21483857,-73.96263,40.76326,341,49.0,12874.0
21485026,-73.90405,40.69229,521,166.0,17658.0
21644783,-73.91636,40.69315,938,169.0,12123.0
21646774,-73.87317,40.77132,2736,765.0,1154.0
21647932,-73.90388,40.7446,133,1288.0,5252.0
21769638,-73.95221,40.69394,301,83.0,14209.0
21771006,-73.99149,40.67798,470,416.0,18685.0
21774455,-73.97382,40.74458,1100,158.0,13200.0
21778446,-73.84008,40.84581,658,66.0,15098.0
21496794,-73.94943159073591,40.662742193279485,152,291.0,22527.0
21501622,-73.91337,40.67716,268,41.0,18989.0
21505197,-73.99457,40.69978,404,415.0,16528.0
21664533,-73.92175,40.66845,555,129.0,20020.0
21665632,-74.00404,40.7218,190,198.0,16181.0
21676677,-73.9194,40.746,512,569.0,7355.0
21783251,-73.99121,40.72824,221,95.0,15809.0
21786958,-73.9406,40.67077,309,150.0,21407.0
21524489,-73.95808,40.71228,623,141.0,11654.0
21541423,-73.88558,40.74656,270,263.0,5452.0
21549554,-73.88185,40.74372,179,279.0,5854.0
21689998,-74.00337,40.71861,179,49.0,16320.0
21694908,-73.94473608408411,40.67753393465326,604,73.0,21636.0
21551817,-73.91746,40.67348,989,98.0,19848.0
21551829,-73.90738,40.69772,385,103.0,17774.0
21563187,-73.81224,40.76236,1727,134.0,7499.0
21802923,-73.91783,40.70131,407,290.0,11370.0
21804600,-73.8913,40.66196,517,98.0,13086.0
21809773,-73.96986,40.64264,603,261.0,24005.0
21813491,-73.98128,40.72261,946,161.0,14923.0
21815074,-73.90228,40.82834,1083,160.0,14036.0
21709727,-73.9401,40.81009,668,77.0,10613.0
21568341,-73.80845,40.73706,3667,435.0,9404.0
21570741,-73.91943,40.86381,104,59.0,16106.0
21577526,-73.96445,40.65027,262,113.0,19192.0
21577856,-73.98379768464044,40.670707036749285,517,134.0,17717.0
21583199,-73.94787,40.79438,436,145.0,11563.0
21862155,-73.94688,40.81761,79,147.0,11387.0
21817889,-73.93974,40.66473,745,289.0,21866.0
21818110,-73.81243,40.75973,1741,183.0,7663.0
21822611,-73.99144,40.71252,240,63.0,15448.0
21714930,-73.81956,40.7536,1284,252.0,7253.0
21715410,-73.82298,40.76063,882,167.0,6833.0
21836754,-73.93836,40.69083,1045,188.0,13225.0
21838230,-73.90774,40.78153,1183,1997.0,4581.0
21728670,-73.95846,40.71913,306,154.0,12317.0
21732716,-73.98125,40.65808,414,132.0,22594.0
21869057,-73.95376,40.72389,400,289.0,11301.0
21877805,-73.88495,40.66944,362,186.0,12338.0
21878080,-73.97737,40.7501,252,69.0,13237.0
21839021,-73.91335,40.68604,349,185.0,19212.0
21850834,-73.7995801,40.5973264,919,16909.0,17562.0
21851228,-73.9733,40.75469,338,221.0,13771.0
21989166,-73.94813,40.64669,249,141.0,24669.0
21882095,-73.94749096412906,40.64540939735083,136,153.0,24458.0
21893129,-73.97704,40.74821,461,110.0,13113.0
21996542,-73.98045,40.72515,894,283.0,15378.0
21852332,-73.90965,40.87778,462,236.0,18577.0
21852759,-73.99227,40.76179,744,214.0,16030.0
21853347,-73.95328,40.80956,200,94.0,11079.0
21854495,-74.00232,40.72743,192,128.0,16344.0
21897846,-73.95442,40.71529,363,178.0,11471.0
21899575,-73.96572,40.57857,451,233.0,25307.0
21901025,-74.08443,40.6438,1212,78.0,25770.0
21908184,-73.97616,40.74818,489,28.0,12672.0
22142575,-73.94863,40.7094,537,69.0,11701.0
22142636,-73.93602,40.79405,905,92.0,10600.0
22148073,-73.99628,40.64086,216,344.0,30237.0
22151092,-73.99591,40.64289,294,466.0,30217.0
21931508,-73.95101,40.81439,464,375.0,11799.0
22020298,-73.91358,40.68685,366,62.0,18923.0
22020696,-73.98224,40.74171,270,116.0,13679.0
22026830,-73.98719,40.66525,815,185.0,21856.0
22028307,-73.97994,40.67144,766,188.0,17412.0
21934873,-73.97643,40.74926,324,115.0,12802.0
22050355,-73.90721,40.76317,987,988.0,3525.0
22173625,-73.87673,40.67297,508,132.0,11702.0
22176062,-73.99789,40.64215,403,419.0,30433.0
21946495,-73.95294,40.71433,323,107.0,10963.0
21949305,-73.94991,40.68472,600,145.0,15289.0
21950963,-73.98751,40.76462,374,100.0,15041.0
21956264,-73.79793,40.67235,3786,1926.0,5554.0
22187361,-73.99847,40.73374,301,88.0,16923.0
22078463,-73.95045,40.71393,164,61.0,11064.0
21970487,-73.95243,40.69301,526,26.0,14309.0
22082903,-73.94931,40.80643,529,72.0,10950.0
22087030,-73.97993,40.744,391,53.0,13318.0
21982333,-73.89084,40.66502,137,316.0,13241.0
22276159,-74.0846,40.64378,1297,88.0,25776.0
22276602,-73.93627,40.70429,435,470.0,11989.0
22088301,-73.94387,40.71147,372,46.0,11446.0
22096182,-73.96479,40.63156,532,254.0,31386.0
22224639,-73.75783,40.70997,2630,453.0,10992.0
22229755,-73.92306,40.69486,582,579.0,12642.0
22231811,-73.94275169661285,40.81452944422351,186,51.0,10723.0
22100970,-73.97927856445312,40.74156951904297,484,75.0,13811.0
22101034,-73.75461,40.68875,4276,68.0,8324.0
22282513,-73.93308,40.69102,692,186.0,12921.0
22289185,-73.98366,40.74153,246,148.0,13846.0
22245492,-73.97236,40.69601,1350,78.0,15892.0
22109870,-73.924853,40.73728,829,258.0,7810.0
22119195,-73.91554,40.68584,116,34.0,19187.0
22251884,-74.00511,40.71705,337,214.0,16179.0
22409448,-73.95444,40.80682,228,61.0,11459.0
22321716,-73.89445717864388,40.752356722118265,644,1430.0,4973.0
22699847,-73.94624,40.69378,357,12.0,13329.0
22431770,-73.98599,40.7403,75,19.0,14027.0
22435019,-73.94629,40.80655,163,61.0,10581.0
22340384,-73.90149,40.66107,296,402.0,19959.0
22341716,-73.96392947915187,40.64535557332799,156,664.0,19819.0
22342911,-73.98454,40.73492,437,130.0,14267.0
22705115,-73.9018,40.64193,797,114.0,16031.0
22705822,-73.94256,40.80871,403,166.0,10639.0
22436287,-73.96073,40.68273,393,130.0,15097.0
22440046,-73.9811,40.72207,922,98.0,14955.0
22445948,-73.80709,40.68245,2436,204.0,6762.0
22445969,-73.97861,40.75057,288,201.0,13089.0
22448487,-73.92722,40.68204,592,172.0,20624.0
22343909,-73.94954,40.69539,128,29.0,14321.0
22344483,-73.9516,40.72411,186,75.0,11197.0
22346131,-73.92844,40.75679,173,1411.0,6051.0
22354598,-73.97643,40.74926,324,115.0,12802.0
22750988,-73.98454,40.73492,437,130.0,14267.0
22751177,-73.98454,40.73492,437,130.0,14267.0
22751906,-73.934,40.68013,411,133.0,20765.0
22450143,-73.90679,40.68726,483,135.0,17955.0
22450373,-74.11374,40.63435,3903,106.0,21794.0
22452278,-73.99494233328178,40.68373074939184,525,104.0,17265.0
22452728,-73.90764,40.76486,1111,826.0,3543.0
22463977,-73.97118,40.67701,153,266.0,16492.0
22766296,-73.98015029999999,40.7398482,603,154.0,13997.0
22363371,-73.78704,40.68817,2274,186.0,7884.0
22370339,-73.96243,40.6356,143,145.0,20586.0
22772191,-73.98454,40.73492,437,130.0,14267.0
22465327,-73.91453,40.68837,299,255.0,19445.0
22480209,-73.92647,40.66247,435,345.0,20878.0
22485658,-73.95214,40.68859,392,114.0,14619.0
22772570,-73.98454,40.73492,437,130.0,14267.0
22772691,-73.88124,40.86994,708,183.0,19265.0
22785118,-73.94131,40.68495,613,51.0,21728.0
22376093,-73.93952,40.71455,485,329.0,10926.0
22381052,-73.89584,40.76957,1922,528.0,2508.0
22385672,-73.95237,40.71236,159,113.0,11441.0
22389035,-73.92996,40.73866,826,170.0,8285.0
22793472,-73.96577,40.67546,634,389.0,16148.0
22514608,-73.94286,40.82822,323,86.0,12820.0
22515792,-73.92863,40.69007,467,268.0,13306.0
22530764,-73.94218,40.64951,799,227.0,23551.0
22531031,-73.94453,40.64997,536,173.0,23838.0
22797978,-73.97868,40.74886,438,152.0,13050.0
22396932,-73.92746,40.73857,805,38.0,8382.0
22401504,-73.87881,40.67548,332,475.0,17944.0
22972832,-73.83306,40.75838,301,67.0,5752.0
22567430,-73.93824,40.64263,1106,207.0,23773.0
22851242,-73.9452,40.80059,383,83.0,10484.0
22852435,-73.93938,40.63955,912,238.0,24255.0
22980907,-73.97218,40.64401,815,349.0,23749.0
22987769,-73.99503,40.76608,883,41.0,18816.0
22998748,-73.97868,40.74172,771,102.0,13260.0
22862877,-73.96255,40.62508,155,112.0,27427.0
22574255,-73.96786,40.64051,568,191.0,29978.0
22582841,-73.93706,40.69915,288,133.0,12416.0
22588755,-73.94584,40.70884,847,291.0,12042.0
22601249,-73.93532,40.75554,458,836.0,6755.0
22878715,-73.95738,40.65638,448,86.0,23746.0
22881110,-73.97152,40.7874,316,102.0,14130.0
23002904,-73.95205,40.77584,329,125.0,13057.0
23004107,-73.92367,40.70067,556,128.0,11334.0
23021271,-73.88255,40.74505,402,316.0,5742.0
22609277,-73.91616,40.74761,683,614.0,7336.0
22663674,-73.98095,40.78322,146,94.0,16753.0
22944348,-73.98977,40.76574,602,139.0,15524.0
23027784,-73.96743,40.764172,159,81.0,13262.0
23034152,-73.97488,40.78547,561,144.0,14637.0
23040115,-73.95241,40.68728,534,165.0,15036.0
23045873,-73.91763,40.67721,452,178.0,19283.0
23052180,-73.91342,40.68448,316,73.0,18961.0
22951923,-73.95238,40.68922,321,117.0,14837.0
22961758,-73.95141,40.60389,887,130.0,23070.0
22964396,-73.95591,40.65211,799,59.0,24301.0
22683699,-73.94687,40.82908,511,149.0,13353.0
23219361,-74.07552,40.59273,1366,232.0,24451.0
23222680,-73.97085,40.76188,359,126.0,13245.0
23224129,-73.92331,40.83641,343,292.0,13221.0
23230395,-73.88779,40.74668,375,408.0,5244.0
23235101,-73.93636,40.6882,1226,81.0,13861.0
23052964,-73.91527,40.68468,266,64.0,19116.0
23054855,-73.93939,40.71653,699,75.0,10358.0
23056508,-73.97801,40.72501,1012,85.0,15327.0
23059611,-73.98202,40.7021,510,197.0,15169.0
23060192,-73.94051,40.67308,518,232.0,21533.0
23060916,-73.90864534843341,40.68115614880734,267,105.0,18477.0
23579705,-73.9519,40.77815,37,15.0,12715.0
23586315,-73.952,40.75876,134,6006.0,8555.0
23271535,-73.95155,40.71216,80,24.0,11233.0
23273907,-74.01652349999999,40.6055151,1759,217.0,30157.0
23275777,-73.86644,40.73138,310,294.0,8169.0
23277230,-73.96769,40.76572,213,208.0,13284.0
23593842,-74.07541,40.60768,1591,106.0,23313.0
23597076,-73.86017,40.87157,610,152.0,20065.0
23061804,-73.98402,40.734,306,87.0,14203.0
23074259,-73.91895,40.65432,1042,79.0,21491.0
23074722,-73.91893,40.65429,1042,79.0,21491.0
23598012,-73.95328,40.82188,36,88.0,12460.0
23606804,-73.90986,40.67808,185,43.0,18576.0
23088777,-73.93367223234823,40.68963000733893,810,202.0,13019.0
23092823,-73.92656,40.82299,593,747.0,12121.0
23301706,-74.01652349999999,40.6055151,1759,217.0,30157.0
23304812,-73.95732,40.77811,228,170.0,13508.0
23322737,-73.94424,40.83576,218,78.0,14025.0
23340718,-73.91335,40.68753,405,35.0,19027.0
23344243,-74.00032,40.74084,136,192.0,15918.0
23355382,-73.96976,40.7615,270,36.0,13145.0
23357738,-73.98921,40.73204,405,108.0,16518.0
23105764,-73.87366,40.76905,2351,304.0,1232.0
23109329,-73.96526,40.6897,317,124.0,14115.0
23116453,-73.8873,40.82871,337,131.0,12829.0
23128067,-73.92511,40.70366,453,376.0,11559.0
23130144,-73.94968295085873,40.77977625481822,303,106.0,12598.0
23631288,-73.98354,40.72029,552,151.0,14506.0
23650568,-73.77133,40.76383,7448,69.0,14900.0
23651443,-73.96099,40.6579,432,57.0,17951.0
23656206,-73.95401,40.671108,411,92.0,22698.0
23139647,-73.86364,40.86384,509,274.0,18081.0
23147808,-73.90854,40.76421,1016,790.0,3644.0
23170592,-73.90475,40.72112,2185,74.0,8902.0
23661533,-73.79041,40.69692,1379,514.0,8911.0
23369991,-73.94074,40.81925,560,54.0,11332.0
23376196,-73.93065,40.68419,686,75.0,20470.0
23667332,-73.94163,40.666,464,139.0,21917.0
23184752,-73.96068,40.69045,205,4.0,14191.0
23202549,-73.98137,40.74315,323,151.0,13536.0
23208314,-73.88456,40.87469,398,249.0,20367.0
23683924,-73.99728,40.71265,801,116.0,15669.0
23692933,-74.00426,40.72942,178,176.0,16513.0
23393043,-73.87742,40.67054,658,223.0,12237.0
23413509,-73.90977306256619,40.68143730836334,320,233.0,19102.0
23416448,-73.94483,40.69279,569,153.0,13527.0
23432542,-73.96743,40.76417,159,81.0,13262.0
23712143,-73.91353,40.82274,893,130.0,12071.0
23435916,-73.9858,40.65839,761,51.0,22575.0
23437788,-73.9674392,40.7641591,159,81.0,13262.0
23438247,-73.94055,40.7051,396,325.0,12148.0
23840461,-73.94546,40.82372,381,292.0,12209.0
23841481,-73.96292,40.71124,639,96.0,12483.0
23842721,-73.94367,40.6795,309,77.0,21580.0
23844034,-73.88117,40.73627,435,77.0,6614.0
23718065,-73.91757,40.75546,347,1639.0,4977.0
23726935,-73.9581,40.64062,796,249.0,26031.0
23727037,-73.93087,40.64236,1617,69.0,23233.0
23727923,-73.92314,40.75419,369,1819.0,6676.0
23451337,-73.96277,40.75985,569,161.0,12996.0
23454165,-73.94082,40.8505,379,315.0,15519.0
23456621,-73.7791565,40.6716687,4402,1350.0,6307.0
