id,longitude,latitude,walk_subway(m),walk_bus(m),car_airport(m)
980358054626464376,-73.96876834249952,40.76082547458712,239,64.0,13035.0
980408563480059112,-73.87724297826612,40.76746396340039,2275,194.0,1055.0
980481734816658340,-74.14105325206889,40.60611521439375,5400,,17911.0
980573611700193360,-73.9711,40.79361,120,167.0,14334.0
974121272902331394,-73.97397,40.7913,341,41.0,14550.0
983261804912264665,-73.93061,40.809887,689,,11222.0
983263064441073410,-73.9569948,40.7659072,497,132.0,13575.0
983263497821159174,-73.9569948,40.7659072,497,132.0,13575.0
983328825961116508,-73.85008719999999,40.7240354,379,,8471.0
983429000121858386,-73.9966704,40.69220180000001,612,228.0,16743.0
983463043413515218,-73.97899149999999,40.7409664,548,47.0,13865.0
983486077767415410,-73.94975522791995,40.70849559220301,313,149.0,11772.0
978191817244397875,-73.94806,40.71296,326,220.0,11434.0
978281778523334764,-74.00475,40.72606,89,141.0,16306.0
978360232982713232,-73.9568022,40.8065536,294,146.0,11806.0
978390068201449135,-73.92701,40.76805,588,,5308.0
983922315853342765,-73.948055,40.7738776,728,,13110.0
983946677656066462,-73.9568257,40.7658315,513,148.0,13558.0
984058456651479331,-73.9875795,40.7658048,549,,14875.0
984117615632554961,-73.97298522692198,40.74241313034152,1453,224.0,13299.0
978403972159622065,-73.92731888880832,40.76849717932331,625,1096.0,5320.0
978416401199367195,-73.94964712939625,40.72889429617777,693,275.0,10406.0
978443139173660339,-73.94575416040635,40.793981762452006,245,,11178.0
980578515043030225,-73.8937722032255,40.74265947546275,566,,5126.0
980581231424651455,-73.8932356110486,40.74091575162065,842,1320.0,5368.0
980597457970566165,-73.9617205969889,40.76310199383752,413,,12798.0
980616260826796990,-73.96247471375261,40.76287169826732,381,,12879.0
980617449810787175,-73.9611667132229,40.76306921792833,522,132.0,13337.0
980619476220059126,-73.96087664554491,40.76110822707903,706,68.0,12639.0
980619551933164508,-73.96252529115522,40.76324361790317,347,,13302.0
980619691545526997,-73.96177399580483,40.76092607074757,682,145.0,12663.0
980648904106993469,-73.91175735815935,40.74404810739066,132,573.0,6575.0
978506040990799416,-73.8695067,40.6892489,405,192.0,17296.0
978561260920834118,-73.87039361352089,40.690187657938495,270,89.0,17412.0
978647529811129540,-73.9207904,40.7454521,546,538.0,7476.0
978911600123510961,-73.98848758548303,40.73483152792872,221,,14710.0
984125807958212444,-73.9355779,40.6848138,1006,,20960.0
984127388387318348,-73.93567053688568,40.714400564580245,628,157.0,10601.0
984129955873097270,-73.9355779,40.6848138,1006,75.0,20960.0
984132532393018457,-73.9355779,40.6848138,1006,,20960.0
984160359805858722,-73.93892388381877,40.68766417632777,1125,,13429.0
984190096737619872,-73.90353,40.75273,315,1846.0,4307.0
984193535742296747,-73.82692771204684,40.73078580008121,2435,,8728.0
984206531397675136,-73.80074295360772,40.76573890896785,2809,,8595.0
984257537434970040,-73.93563028424978,40.69690270476392,78,82.0,12407.0
978925745429168294,-73.8783365393896,40.66412717553466,716,,11700.0
978939555511615677,-73.99329313011553,40.76504004885235,706,131.0,15848.0
978950134453137205,-73.9722988278715,40.75184069299909,428,129.0,13247.0
980767574007808177,-74.00922164685225,40.71183002814782,134,,17145.0
980902455209107285,-73.98610550000001,40.7607614,254,,15283.0
980902982129959017,-73.9779784,40.74380379999999,474,207.0,13473.0
981022462655996345,-73.97949,40.72891,362,,15548.0
981054110042468664,-73.7549336,40.66038030000001,7983,869.0,6791.0
981066808825911979,-73.94258,40.71545,221,,10464.0
981104669203817777,-73.79476337514188,40.674619628320364,3648,,6186.0
981183733840544000,-73.92686,40.77022,667,979.0,5469.0
978953048200290110,-73.97800713685419,40.75500596255736,287,68.0,13713.0
978960020569385321,-73.97781040758476,40.75422307529638,199,,13641.0
984278704291135597,-73.84732327144502,40.87071728650302,272,135.0,18944.0
984543466066489761,-73.9737101,40.7911888,367,,14203.0
984544006571517301,-73.98747879999999,40.7324098,198,,14679.0
984544319725518768,-73.979865,40.748405,346,,13024.0
984544663293142439,-73.9967525,40.7383733,63,56.0,15238.0
984547070140734431,-73.8176513,40.6753762,1525,1173.0,7165.0
978961717573021371,-73.96299249630871,40.68467041775053,396,,15375.0
978962051986018048,-73.95377383956306,40.66287106308015,281,42.0,23067.0
978968341543041417,-73.97983343117606,40.75481672910991,330,13.0,13916.0
986934194112064725,-73.99115,40.66813,325,245.0,18788.0
986960461220624070,-73.93084,40.84812,298,,16619.0
986964417175400412,-73.89269081919093,40.673700059777474,316,313.0,18545.0
987034292790632065,-73.85168,40.69355,59,,14729.0
981215096714560429,-74.01001790867416,40.70741600385026,112,197.0,17145.0
981238829775031305,-73.9922238998861,40.74631414698036,203,,14388.0
981244920997760223,-73.79457104523122,40.67467126636527,3607,,6086.0
981373391931970516,-73.95387439450265,40.65127205049364,449,208.0,24212.0
981390554747685223,-74.10462718055555,40.576196106308416,689,57.0,24543.0
981430516942515827,-74.0137534,40.7092191,226,130.0,20679.0
981872762549819929,-73.99791403614425,40.75609922177899,455,,14993.0
981904996886257439,-73.97648515438537,40.74697304618381,678,162.0,12812.0
987053145441509416,-73.9996683251371,40.74084412223488,204,121.0,15429.0
984665381826134150,-73.9355779,40.6848138,1006,,20960.0
984667555924799835,-74.0025600786086,40.73267121355071,143,,17349.0
984669584272464560,-73.9355779,40.6848138,1006,,20960.0
984670477924074027,-73.9355779,40.6848138,1006,75.0,20960.0
984671810028101771,-73.9355779,40.6848138,1006,75.0,20960.0
984673166695575558,-73.9355779,40.6848138,1006,75.0,20960.0
984675312100441360,-73.9355779,40.6848138,1006,,20960.0
984676295568733978,-73.93558,40.68481,1005,75.0,20959.0
984694782799715654,-73.9920309,40.7629644,660,,15824.0
987082797213735421,-73.99914,40.76121,708,105.0,15361.0
987157188477759486,-73.99192714677781,40.666777317757294,182,,18921.0
987496705890384286,-74.00389,40.74818,586,,15725.0
987646006992781950,-73.86182104758156,40.68849582532212,619,476.0,16102.0
987646116404974436,-73.9858899400772,40.76860192867729,419,,15178.0
987691107353734787,-73.89364,40.74954,448,1115.0,4645.0
987711623534708163,-73.89354,40.74938,429,1096.0,4627.0
984725303384646166,-73.96999475400031,40.756107476194735,218,,13357.0
984843626459844191,-73.9296727596866,40.69026709464736,534,118.0,13390.0
984845128438726829,-73.99877,40.73768,121,207.0,15532.0
984877132975580649,-73.95244,40.6343,578,,25665.0
984905638210475309,-73.90554,40.72624,2716,300.0,7775.0
984942864285850958,-73.99461841067031,40.66847514161747,466,106.0,21819.0
984953691868171314,-73.90948,40.71636,1679,528.0,9772.0
985018927664356222,-74.0158281474023,40.70925272632541,443,171.0,18895.0
987716283276855584,-73.93184507028845,40.67516022084944,719,214.0,20704.0
987717105504020235,-73.8950301848634,40.75083141673118,401,1346.0,4199.0
987735186033425429,-73.89375056544014,40.75033160126646,537,1203.0,4734.0
981936893723440768,-73.8685765,40.6729789,564,88.0,10771.0
982130899713091667,-73.98512,40.67853,256,,17765.0
982172393543000727,-73.9844912560909,40.676218587488336,206,,18166.0
982214382636326896,-73.98599072579543,40.72903717804554,611,,15745.0
982516022152861124,-73.9983,40.75549,384,154.0,14919.0
982522383091784018,-73.99695994397656,40.75420775942887,429,,14696.0
982692088582914751,-73.94953,40.64984,116,,24061.0
982774754418503647,-73.79027880000001,40.6776319,3202,,5214.0
987744404359869281,-73.9844951,40.781682,500,,16911.0
987749282672916874,-73.996151758925,40.715073682964736,609,,15622.0
987755360515824960,-74.0135,40.67722,1832,,37565.0
987760982489385340,-73.89952707163357,40.868325185714376,262,,17875.0
987767833411348082,-73.94696,40.71758,542,,11431.0
987774238584422591,-73.90309,40.7515,299,,4789.0
987822447995244830,-73.7276736,40.65915469999999,8505,288.0,9290.0
982781191690938081,-73.99428050449625,40.71437049569685,495,,15345.0
982787887777810293,-73.91294816293662,40.74637804614497,303,,7154.0
982809251824941366,-73.99381,40.67036,538,,20265.0
982812964885848793,-73.94674245680415,40.785119381097765,111,20.0,11705.0
982829571535281244,-74.0137534,40.7092191,226,,20679.0
982833752250568153,-73.95164,40.68026,109,100.0,15296.0
982893705254038962,-73.91143,40.74412,143,,6587.0
982900189767439245,-73.72636,40.6934,6161,441.0,11501.0
983167691286253890,-73.99898647033477,40.74443148580908,195,61.0,15338.0
985020705862714485,-73.98219,40.74299,228,,13408.0
985029421339482762,-73.90839509999999,40.657676,590,52.0,20617.0
985167005975036518,-73.7760656,40.6851945,3758,,7734.0
985326372803136953,-74.00128728945016,40.61388296448699,94,,31333.0
985390832322641472,-73.99140836362734,40.71946636105835,336,106.0,14928.0
985398033818297264,-73.98265261408339,40.74197286287296,211,57.0,13724.0
985419547082037217,-73.95707809999999,40.7660428,459,94.0,13200.0
985522671568178417,-73.90974,40.68445,216,178.0,18507.0
987909203001078451,-73.99226,40.66471,152,206.0,20580.0
987993224753303867,-73.85154,40.69361,57,30.0,11286.0
988345754563311046,-73.94523882928235,40.81732731515386,240,,11279.0
988399943121784926,-73.98611,40.72365,424,156.0,14966.0
988421679105576353,-74.00018805340389,40.73713116332915,110,,15756.0
988427745443522408,-73.98759614246366,40.68501887886212,303,214.0,17134.0
988430419589767756,-73.98760694332991,40.76526785559334,485,119.0,14925.0
988441125143566860,-73.9831232,40.7428157,119,87.0,13659.0
985552887552298229,-73.91041,40.6837,115,123.0,18608.0
985628208911468189,-73.89360648851485,40.75027688620255,529,1196.0,4726.0
985630795755726806,-73.89484545764904,40.74873709699744,425,1085.0,4458.0
985662110222623555,-73.92335747781142,40.765306640244695,258,799.0,5016.0
985669478516380608,-73.95894601849363,40.67739205416885,449,,15713.0
985688634102569248,-73.9443299,40.68415,676,22.0,14413.0
985784657564256643,-74.01635,40.61732,1339,311.0,29347.0
985788471270013441,-73.99299,40.71976,112,155.0,14804.0
988530577928351800,-73.94272005126044,40.80890673184447,380,,10617.0
990592779149941085,-73.95304,40.77946,273,,12785.0
990612003882729490,-73.95921084202011,40.71742195445962,245,,11610.0
990686048687376526,-73.94278072326503,40.72150705748606,897,,9947.0
990686461634169656,-73.88192691352262,40.66529421855038,273,149.0,12147.0
990703873253686034,-73.96195,40.76184,550,167.0,12665.0
990723330952862828,-73.93155354265423,40.67275805301372,626,113.0,21006.0
990723645034323101,-73.93105175346136,40.67387822792973,794,,21127.0
990743032897097952,-73.9950135,40.7621131,886,134.0,15929.0
990746491630045838,-73.88290769962656,40.66409555825118,270,306.0,12654.0
988565130972118914,-73.95598,40.67692,376,,15458.0
988588059461179985,-73.90699167943133,40.84183905602031,843,336.0,15563.0
988593784744831395,-74.07257755937285,40.6091426589879,2004,672.0,23701.0
988598692790659887,-73.90521,40.84233,908,304.0,16465.0
988627190607740969,-73.88515023995056,40.67611003466693,518,,18991.0
988687066020965190,-73.8853904040847,40.67604856939594,540,250.0,18879.0
985788761158310211,-73.9919,40.71958,191,,14882.0
985918833272545229,-73.99147007908775,40.71709184670426,279,,14813.0
986037545160311597,-73.99114447906561,40.717279624414026,271,7.0,15345.0
986076857672094234,-74.01156,40.71149,133,174.0,17077.0
986263425862656510,-73.99467651471842,40.75961545430558,489,,14946.0
986267218100121538,-73.91349,40.62382,3575,629.0,22155.0
986289413069791144,-73.90114539999999,40.645632,417,,16051.0
988726158732291458,-73.89272966973522,40.67769089708695,105,,18026.0
990798417345656604,-73.97744,40.76589,306,228.0,13729.0
991236862659991689,-73.94262966616517,40.67672898804211,507,,21819.0
991257665855152119,-73.94291475946886,40.58682194878759,1027,,22521.0
991297220927356270,-73.97705958880451,40.75050610317899,199,,13388.0
991301559931083002,-73.9501,40.82411,401,140.0,12555.0
991327800721394622,-73.94459,40.67643,687,119.0,22300.0
991329695425304733,-73.9691596,40.7556979,302,,13274.0
991331083909142924,-73.94353998240703,40.676551534329,592,,21744.0
991609130902323876,-73.84965,40.69721,523,301.0,13929.0
988749669169080603,-73.91122368938001,40.743949650914246,159,601.0,6571.0
989012589841358531,-73.97834737118171,40.74662519664827,461,167.0,12743.0
989037008922411531,-73.89464863386952,40.679569956937655,449,,18047.0
989038927149794222,-73.94028,40.68405,603,104.0,21727.0
986317428628645989,-73.9469,40.80402,402,120.0,10895.0
986356192177709501,-73.75040911948537,40.68146721318614,5094,219.0,8248.0
986771708420366603,-73.98596,40.72647,582,145.0,15416.0
986777423260444075,-73.95533308276987,40.82179271978068,197,112.0,12510.0
986778683331694713,-74.0024,40.75149,617,,15261.0
994767238822016447,-73.9583001,40.6568041,392,145.0,23820.0
994790963393975466,-74.00561669999999,40.7330743,248,79.0,17423.0
991623222460717625,-73.93601575015597,40.68072854575765,512,365.0,21376.0
991650900538829555,-73.9479631,40.7168594,512,253.0,10531.0
991835854516739801,-73.9199337,40.6721194,1005,300.0,19769.0
991935440389894408,-73.79663,40.75883,3150,149.0,8816.0
991981287604308290,-73.79857238140494,40.75705727600803,3068,249.0,8828.0
991991358246446446,-73.94643,40.6345,261,,25233.0
991996408319576802,-73.79836,40.75835,2947,105.0,8711.0
991997896317744699,-73.92479994402122,40.76522899054486,506,965.0,5217.0
989067965054662105,-73.89154,40.66124,647,,13522.0
989078677343719958,-73.95800230234603,40.71922339562805,331,178.0,11867.0
989080014313685695,-73.9669217331542,40.793553968916406,351,61.0,13775.0
994791500371567444,-73.9834589,40.777553,216,,15947.0
994791843427497764,-73.9834589,40.777553,216,,15947.0
994794812600733748,-73.99191,40.76778,1015,,15485.0
994795054239159286,-73.975681,40.76223,313,,13711.0
989145105968736289,-73.98421,40.74397,154,,13506.0
989188722816855766,-73.89278,40.67747,128,157.0,18049.0
989225979064990280,-73.89451119070746,40.67720358932127,284,,17894.0
989238448217747057,-73.98915,40.66526,465,,18591.0
989273077282515810,-73.8850858669342,40.676116896646604,513,251.0,18986.0
992001643293387249,-73.79850671595591,40.75891554600814,2904,35.0,8618.0
992018520500411232,-73.95009,40.8257,156,,12627.0
992033931066536338,-73.95041898967,40.824335818398914,300,,12385.0
992230363412129175,-73.95619096654069,40.7312336125259,170,315.0,10759.0
992285225039563541,-73.9461215474425,40.69226802853953,521,,13565.0
992288056003104934,-73.81962138976864,40.76624642138661,1466,,7120.0
992585887716684545,-73.94568,40.7149,203,,10731.0
992758163619203613,-73.98298209081119,40.7474578755837,236,17.0,13362.0
989328318542771011,-73.89326990301461,40.67256881838108,270,,18403.0
994795378830070956,-73.975681,40.76223,313,,13711.0
994795699457716646,-73.975681,40.76223,313,86.0,13711.0
994796226657433970,-73.975681,40.76223,313,86.0,13711.0
994854380472617594,-73.97300658250205,40.742571543216265,1438,209.0,13284.0
994873849149042851,-73.98862134776694,40.7482035416208,171,67.0,13986.0
994893884507627446,-74.00091,40.74255,211,91.0,16029.0
989334284225183279,-73.94194,40.71532,222,37.0,10501.0
989390687371386754,-73.89333,40.67534,425,135.0,18296.0
989413512272421322,-74.0137534,40.7092191,226,130.0,20679.0
989455238513058578,-73.97906971622136,40.72112891700374,1095,114.0,15185.0
989716756428423660,-73.98891230111407,40.74677627704159,173,,14248.0
989774262575745021,-73.90955079999999,40.7029711,228,169.0,11346.0
989810820624097194,-73.83581,40.75918,761,368.0,6209.0
989819090451455318,-73.82649,40.74551,1713,118.0,7617.0
989912074263222430,-73.99474586186238,40.76332439700842,1076,148.0,15816.0
992814196429281613,-73.98199,40.76055,311,,14730.0
992917500054796096,-73.94731,40.71509,344,171.0,10865.0
992970965790772607,-73.99200420742673,40.7555232113988,334,88.0,14287.0
992974980287590415,-73.96482,40.76732,147,55.0,13438.0
992986905033951226,-73.97205,40.79394,31,92.0,14247.0
992989780812562339,-73.93997336444612,40.68989820002746,1275,,14188.0
993345539227815562,-73.9914342,40.7379457,349,113.0,14666.0
993376816759109537,-73.9069,40.84754,385,,15711.0
989939161066242708,-73.91753109999999,40.7053156,209,,10751.0
995017065620198504,-73.95176039606905,40.77432358851105,527,,13210.0
995017187155167022,-73.89499,40.74219,608,1388.0,5516.0
995023832490126330,-73.89442,40.74063,809,1614.0,5495.0
995095494292465041,-73.93244425388386,40.852211577679945,348,118.0,14861.0
995132747994090209,-73.93944685195812,40.61987429989976,1669,189.0,22214.0
995134334362357919,-73.93090446105681,40.850299390462816,351,,14611.0
995136216928862979,-73.8514283,40.8853218,848,321.0,20750.0
990034714176173488,-73.99233,40.76432,640,63.0,15532.0
990109588121547826,-73.8807681835337,40.6642773148906,433,250.0,12000.0
990134031876195574,-73.88025605487564,40.66248014149082,594,66.0,12018.0
990321527568171660,-73.9798509,40.7255028,894,231.0,15157.0
990321876462067634,-73.9804151,40.7299922,176,59.0,15769.0
990420260648778710,-73.9873455206543,40.72353479650991,296,97.0,15017.0
990518462652857065,-73.79826,40.75723,3110,,8862.0
995516149051503639,-73.96321,40.65213,209,100.0,18769.0
995541786379684806,-73.98636,40.76055,262,186.0,15276.0
995683781967427706,-73.99427665485419,40.65941721823564,412,,20182.0
995686208234684657,-73.92087,40.68724,319,,19785.0
995731222790857879,-73.95306680690926,40.646408565462536,496,,24841.0
990528204399198792,-73.914408,40.807447,286,279.0,10404.0
993465561394161427,-73.9363578,40.63739,1400,384.0,24185.0
993530015229616900,-73.9559645,40.73023,261,,10607.0
993531470666901837,-73.9559645,40.73023,261,,10607.0
993534425755321958,-73.9559645,40.73023,261,168.0,10607.0
993535856412256026,-73.9559645,40.73023,261,168.0,10607.0
993537989352329160,-73.9559645,40.73023,261,168.0,10607.0
990544420615365923,-73.98240270421714,40.74191284767835,233,,13702.0
1000023148920376325,-73.98531,40.72897,604,,14883.0
1000041661179181846,-73.95974140912894,40.7718464804292,274,79.0,13888.0
1000103124244467969,-73.95489239999999,40.7303513,169,76.0,10516.0
1000114407765528259,-73.95070849999999,40.647891,422,,24716.0
1000126313762418098,-73.98931,40.71861,117,72.0,14741.0
993539392518088768,-73.9559645,40.73023,261,,10607.0
993540230282587422,-73.9559645,40.73023,261,168.0,10607.0
993554226277677368,-73.87664347887039,40.65745351635594,1582,,12429.0
993563148062414056,-73.94447790592726,40.67863898174824,472,,21586.0
993587808279005316,-74.00423,40.73163,233,,17154.0
993602358246276944,-73.93531041877849,40.70778101817073,309,96.0,11545.0
993647929569558279,-73.94459242431688,40.678291427486286,506,,21538.0
993701958252290515,-73.85498,40.67433,801,830.0,9811.0
995750644114020164,-73.93214,40.67415,779,225.0,21033.0
995884756639416846,-73.9181803,40.6589523,432,77.0,20915.0
995941212621416043,-73.94463,40.68259,560,,16024.0
996348915145118561,-74.0018304260046,40.722512809041554,455,181.0,15631.0
996349061926855284,-73.98824,40.74617,96,,13929.0
996349291341530695,-73.82599264411301,40.74525710196555,1690,65.0,8170.0
1000637485791641900,-74.014869,40.70803,171,,20525.0
1000637914058448005,-73.98259,40.74382,197,167.0,13445.0
1000691832643780415,-73.94341125993142,40.81854006640637,515,176.0,11311.0
1000697739867775924,-73.92719080542744,40.657048536894166,1144,,21434.0
993726764319807393,-73.91047743662554,40.70380396680642,295,169.0,10654.0
993740332378198800,-73.99439,40.71388,912,705.0,15673.0
993753874316344578,-73.98663084969088,40.71482554447592,635,290.0,15702.0
993759176942173865,-73.9696417,40.7997631,156,159.0,13556.0
993794008162433901,-73.95042094544434,40.71666422956643,443,,10636.0
994149040515763700,-73.98973163291375,40.72919547972832,157,,16025.0
994196156227828711,-73.94240166569922,40.788637821688994,520,168.0,10917.0
1000734250823805720,-73.9888778461744,40.71908763217981,99,,14678.0
1001166370551563656,-73.92682024781395,40.65864856044564,989,46.0,21405.0
996361712072301966,-73.98872449120941,40.74696364707561,179,134.0,14251.0
996659251355170013,-74.02727,40.62905,238,84.0,29913.0
996688489279727538,-73.99445355212059,40.75299901846384,117,,14353.0
997093934680613043,-73.81366909168551,40.75774980894939,1651,384.0,7722.0
997175010827752885,-73.94046162361225,40.79988543661565,184,49.0,10053.0
997293739861552181,-73.90714962563071,40.685533964507634,555,,18609.0
997432199888717593,-73.99449017617512,40.66150910915497,413,107.0,26586.0
997434971292281828,-73.95640552507665,40.57942281758896,556,,24192.0
997705730507242413,-73.8533097,40.6938597,189,129.0,14029.0
997802618442437334,-73.76415,40.6598,6080,9.0,5866.0
1001196188496667612,-73.9712201,40.7594614,322,149.0,13494.0
1001196522969253055,-73.9712201,40.7594614,322,149.0,13494.0
1001343758334590824,-73.94563119206543,40.67665684486924,768,147.0,22211.0
1001393648020126510,-73.88861,40.64319,1374,842.0,15069.0
1001408288071274711,-73.98118,40.78244,218,92.0,16877.0
1001442118570469957,-73.86780558412886,40.68525521004758,810,277.0,17372.0
994196359630313253,-74.01192,40.70903,228,82.0,20795.0
994256092414108326,-74.01949892970275,40.64491094409573,591,,32327.0
994256775060885378,-73.8767192,40.6700764,750,183.0,11855.0
994275293119376239,-74.01927105422408,40.64514111009383,601,,32329.0
994345635201993836,-73.96798,40.709,907,,13910.0
994482767079610455,-73.7424,40.70106,4409,,10528.0
994487707069650877,-73.95681878283423,40.6126914170067,501,336.0,24399.0
994748134628684461,-74.00272,40.73083,314,172.0,16752.0
1004609802932390957,-73.99175216130278,40.71252463939748,266,,15422.0
1001495090409402195,-73.9441794,40.6856544,827,130.0,14249.0
1001499819525418664,-73.9441794,40.6856544,827,130.0,14249.0
997836174809372933,-73.95906716527428,40.68441426388176,449,,15085.0
997837698254182166,-73.99705150080604,40.64623257021718,307,,29206.0
997912097450161394,-74.0269764,40.6307136,199,190.0,30224.0
997986353932503170,-73.98989974641185,40.71901413009839,166,65.0,15066.0
998131337513068593,-73.94020991847174,40.68932326837233,1320,,13763.0
998413730860234189,-73.98742,40.746,255,100.0,14400.0
998643579317856973,-73.9984,40.73486,315,2.0,17147.0
998760962620102444,-73.9042688,40.7518603,194,1738.0,5287.0
1001504295699017046,-73.9441794,40.6856544,827,,14249.0
1001505543049134353,-73.9441794,40.6856544,827,130.0,14249.0
1001507167604490878,-73.9441794,40.6856544,827,,14249.0
1001533760739742081,-73.93037287542117,40.664093868531445,746,,21115.0
1001535719995297015,-74.00041282786675,40.71619419757378,467,298.0,15854.0
1004797911209762220,-73.9712201,40.7594614,322,149.0,13494.0
1004933046061134895,-73.90735,40.68587,594,177.0,18641.0
1004956180920728506,-73.91340689790236,40.83457050182962,694,56.0,13358.0
1004960466960763499,-73.93153,40.84775,345,,14388.0
1004966777244088455,-73.93153,40.84775,345,63.0,14388.0
1004979528339732090,-73.93153,40.84775,345,,14388.0
1004983321950071187,-73.93153,40.84775,345,63.0,14388.0
1001598392441206590,-73.92432,40.6828,662,,20392.0
1001730138556048837,-73.8417,40.7791,2793,,7300.0
1001737519563399181,-73.9303994005861,40.68884467682968,671,11.0,13733.0
1002020087000567531,-73.93719434695835,40.69082634033852,948,110.0,13128.0
1004986421761369903,-73.93153,40.84775,345,,14388.0
1004990672744515674,-73.90955079999999,40.7029711,228,,11346.0
1004993904718985186,-73.90955079999999,40.7029711,228,169.0,11346.0
1004994819197830219,-73.90955079999999,40.7029711,228,,11346.0
1004995995724745222,-73.90955079999999,40.7029711,228,169.0,11346.0
1004996944604302262,-73.90955079999999,40.7029711,228,169.0,11346.0
1005110189764921353,-73.95076246153519,40.72414525863174,79,,11201.0
998789259734857465,-73.89101,40.75125,573,,5046.0
999271132363384608,-73.93935086972675,40.69867794175981,341,150.0,12353.0
999369329537073695,-73.99215,40.6593,683,363.0,26772.0
999476398117566543,-73.90609961691895,40.77286392562157,703,538.0,3410.0
999504545056832839,-73.93241550353547,40.67213068308885,573,,20939.0
999627702195973740,-73.99387960494735,40.65966936791674,486,119.0,26670.0
999668586599938835,-73.92261013059733,40.70052090349335,494,87.0,11372.0
999770779083944221,-74.014869,40.70803,171,229.0,20525.0
1002265134898404856,-73.93586,40.68943,1090,148.0,13207.0
1002286461745328872,-73.92159,40.73613,1113,,7465.0
1002338091891147677,-73.92530276633482,40.68254751429917,748,306.0,20306.0
999771308036502312,-74.014869,40.70803,171,,20525.0
999771804203262022,-74.014869,40.70803,171,,20525.0
999772274871964117,-74.014869,40.70803,171,229.0,20525.0
999772794962783206,-74.014869,40.70803,171,229.0,20525.0
999773287760551066,-74.014869,40.70803,171,229.0,20525.0
1002349284786586987,-73.8083856,40.7606641,2064,463.0,7962.0
1002372308719939596,-74.00486668966732,40.74433984422416,599,167.0,16333.0
1005170940682176047,-73.78891,40.73888,3344,230.0,11021.0
1005207590507549831,-73.92042647145678,40.76672650916878,120,547.0,4807.0
1005227946414893645,-73.93730693585763,40.7501000911297,151,,7968.0
1005366083246511307,-73.9527329114757,40.58662297765989,144,117.0,23636.0
1005370783122110219,-73.9545,40.58543,437,122.0,23406.0
1005455401581521842,-74.0137534,40.7092191,226,130.0,20679.0
1005472293004395476,-73.9566726256253,40.69545082577447,827,,13859.0
1005670166131650190,-73.9712201,40.7594614,322,149.0,13494.0
1002374434926532095,-73.84733651573727,40.90591872969646,540,,22346.0
999773762903306032,-74.014869,40.70803,171,229.0,20525.0
999774263993715808,-74.014869,40.70803,171,229.0,20525.0
999774727861426844,-74.014869,40.70803,171,229.0,20525.0
999775215264479826,-74.014869,40.70803,171,,20525.0
999820797694613492,-73.98861,40.74806,185,,13972.0
999838216919170534,-73.99244,40.69401,80,233.0,16502.0
1002379682073037803,-73.98874040298026,40.71647336914301,285,7.0,15030.0
1002762231875704553,-73.92662746971561,40.81905639516414,107,114.0,10997.0
1005673684502420287,-73.9712201,40.7594614,322,149.0,13494.0
1005674051567310833,-73.97122,40.75946,322,149.0,13494.0
1005680400003560176,-73.9441794,40.6856544,827,130.0,14249.0
1005699715476632962,-73.9568257,40.7658315,513,148.0,13558.0
1005718268391592996,-73.9726263,40.7553992,207,89.0,13673.0
1005727678268135675,-73.9441794,40.6856544,827,,14249.0
1002808727964654800,-73.9849657,40.6615859,555,104.0,18556.0
1002823881758639223,-74.03510392925268,40.61460042408073,584,27.0,29545.0
1002825899474348002,-73.94492,40.67665,699,164.0,22271.0
1002938301240121368,-73.94233547151089,40.66992221447028,64,,21647.0
999867862236982436,-73.90538050238807,40.84371657365583,749,210.0,16422.0
999964466102080007,-73.9874911451625,40.74634226381997,232,124.0,14378.0
1008073352246997879,-73.97657186386192,40.744526813738005,547,,12943.0
1008246140374586613,-73.9248528,40.7372804,829,258.0,7810.0
1008287143958164384,-73.9631383,40.7208165,670,185.0,12130.0
1008301599260572123,-73.84197683937674,40.78218092096193,3158,124.0,7919.0
1008315491855065333,-73.84250174321298,40.78014307181483,2991,,7505.0
1003007059776362718,-73.82519,40.72868,2250,260.0,8686.0
1005760022125022077,-73.95877725785859,40.71687043991017,232,,11718.0
1005814235498714382,-73.9441794,40.6856544,827,130.0,14249.0
1005815475598371052,-73.9441794,40.6856544,827,,14249.0
1005816756950762505,-73.9441794,40.6856544,827,,14249.0
1005945620349053784,-73.90331,40.84997,177,199.0,16623.0
1005964782939475271,-73.9804547,40.74124580000001,419,,13522.0
1003185235835253133,-73.97517,40.72159,1600,,15515.0
1003352849001222179,-73.91542995463648,40.69191349886132,819,,18693.0
1003388069721002744,-73.98824,40.76417,336,73.0,15062.0
1003437049851150279,-73.94285529999999,40.8279566,316,57.0,12806.0
1006003305651856876,-73.8351607,40.6527339,1335,,9567.0
1006068540323632978,-73.84250920254783,40.78058643033789,3035,217.0,7743.0
1006408020334839385,-73.98747879999999,40.7324098,198,75.0,14679.0
1006408371449823451,-73.98747879999999,40.7324098,198,,14679.0
1006408710425030358,-73.98255,40.72357,862,294.0,14801.0
1003438862092649925,-73.915899,40.74424,354,294.0,6882.0
1008681402440530338,-73.9808043,40.7482416,271,,13006.0
1008684865225089784,-73.90605375276546,40.67756649430064,182,83.0,18300.0
1008695241970793764,-73.96042720453124,40.79973176027088,313,,12343.0
1008761034690239341,-73.92286,40.76355,366,962.0,5162.0
1008769514216653898,-73.95022176879974,40.70631373301011,91,91.0,11836.0
1008779929527637195,-73.98279648765623,40.75562551177208,409,19.0,14130.0
