id,walk_subway(m),walk_bus(m),car_airport(m)
936959756283937973,441,,14147.0
936999803098368312,535,,24354.0
937020395675326839,619,144.0,24430.0
937049149080504982,264,135.0,12133.0
937088272013890054,2240,253.0,27975.0
932509525705477060,424,,19652.0
932513881802567497,424,187.0,19652.0
932517702484463490,424,,19652.0
932519451454057903,424,,19652.0
932522047518865082,424,187.0,19652.0
932523901255607390,424,187.0,19652.0
932526628996295140,424,187.0,19652.0
932554388157652889,763,,15501.0
932568622035093929,763,,15501.0
940279919668139029,302,122.0,11838.0
940458538795223834,558,147.0,12133.0
940503370317405352,500,,15713.0
940528776781272234,335,240.0,23937.0
940626615274426464,470,,13320.0
940643437829841859,398,,19031.0
940702861177012798,779,143.0,19343.0
940756653452768403,852,88.0,9919.0
941135917318610188,1325,427.0,15462.0
941212639695756797,747,86.0,14166.0
932570206848068680,763,,15501.0
932578265767796981,281,108.0,17629.0
932593024559764862,763,,15501.0
937116425864902491,509,,14651.0
937574445578039112,853,188.0,13455.0
937613406225556655,189,80.0,14710.0
937671047490491835,608,91.0,15064.0
937708024938552088,482,112.0,16111.0
937842682975806831,1734,246.0,9091.0
937873431653897161,1732,537.0,10584.0
937880575429081454,421,,7249.0
932597060367349114,763,,15501.0
932658646851116915,3125,,18238.0
945036621241359838,626,,13684.0
945140514192291758,328,,14126.0
941250501472266329,330,155.0,17992.0
941267689993150302,522,,20888.0
941268454474275765,615,,19219.0
941340717491101017,542,131.0,15836.0
941401018286124164,3029,84.0,8633.0
941526822234794548,401,,12978.0
941557907167199278,497,72.0,13837.0
941593392429578588,925,125.0,16881.0
941905097912157160,681,67.0,19152.0
945143380838777358,561,,12650.0
938280108235737499,48,,11524.0
938426319639302623,533,,17988.0
938529516572780694,4774,,20346.0
938542600432469649,89,43.0,17236.0
938652341400092973,208,,15496.0
938857402335841220,169,,15135.0
938959654340995163,1140,87.0,13145.0
945418448033609833,416,,16252.0
945433153175759001,184,1368.0,5168.0
945554007778292101,1172,,15117.0
945589888997232644,298,157.0,15159.0
945602409561819512,277,,14187.0
942015991579055232,501,152.0,13110.0
942039635983891486,601,,11688.0
942107749155144577,794,144.0,19902.0
942119359731768484,259,190.0,16057.0
942183608740173414,2943,97.0,15414.0
942263483606516515,491,,19263.0
942296039625766543,877,,21307.0
942394186707379939,337,203.0,4978.0
945753993360829251,530,,15378.0
939052842960441956,157,62.0,22865.0
939052940054958263,346,5.0,13657.0
939093570322682514,218,,16877.0
950633540058086852,470,,12409.0
945823283305739634,1894,666.0,1474.0
945869533082985700,650,,15700.0
945943800810865099,1387,144.0,20629.0
946191121459066867,694,,14488.0
946251498631212313,263,,12129.0
946447856386514031,6933,161.0,19672.0
950729153375366077,294,87.0,15142.0
950760354634472980,305,114.0,16880.0
950789058125970114,439,197.0,12052.0
950811986764896643,179,88.0,23100.0
950848677535894971,150,,14694.0
950857524230310407,327,338.0,3651.0
950945548518671288,463,54.0,15816.0
950960023109020864,312,,12422.0
950977050079855273,1122,1552.0,5816.0
942577089963887749,84,,11828.0
942625772911401128,276,,13154.0
942710768503037353,709,,20846.0
942733581675934093,478,,9923.0
942751602060214384,257,107.0,18828.0
942787222654669024,4640,1957.0,6069.0
942789916504865346,388,334.0,10339.0
942866549062627160,3210,123.0,9281.0
947081553406544914,451,,20895.0
947101073823190038,4947,355.0,5711.0
947184015001854560,2245,573.0,8302.0
947225543055638970,271,,14195.0
947227242982589922,1281,250.0,22974.0
947312309893755569,798,,11359.0
947338824749890014,979,253.0,30870.0
947357514213752269,1403,,15231.0
943228744483186066,464,111.0,11609.0
943339716195685741,660,102.0,15824.0
943355475316082705,511,,20911.0
943360194879720562,397,88.0,11169.0
943371238701435307,252,,13528.0
943407090207252431,423,,14727.0
943419084180379025,362,84.0,13384.0
947382440952465575,468,,15499.0
947406723156322893,760,325.0,30994.0
951283938469772317,152,,13262.0
951290001212126600,183,110.0,14679.0
951379563230528793,798,311.0,23907.0
951553196276318579,4844,103.0,13922.0
951571743611145829,268,,18961.0
952213620811085307,346,,13657.0
952230046768622631,346,5.0,13657.0
952235385988026953,346,5.0,13657.0
947506677820065380,968,134.0,16477.0
947708237377081975,362,333.0,14797.0
947748255892941763,156,92.0,23193.0
947751330348815891,1939,,1505.0
947812293105229520,389,46.0,14943.0
947814065586984234,454,802.0,6843.0
952282208649608234,346,5.0,13657.0
952394433494138725,71,47.0,12331.0
952403908081009301,346,,13657.0
952408460558400002,346,5.0,13657.0
952417627193014787,345,5.0,13658.0
952430344707624082,346,,13657.0
952440321735513154,345,5.0,13658.0
952444280211995537,346,,13657.0
943448404698310515,475,,13490.0
943454489635225050,558,,13874.0
943532117931729388,325,96.0,14745.0
943562811506042858,585,,12407.0
943707153287511998,660,,13111.0
943780020325684092,197,,4814.0
943789666349337789,5134,,8357.0
944236621599209077,491,,30740.0
944241745269749895,147,,14979.0
947942898178043576,179,,16562.0
947990637125132193,534,98.0,12605.0
948073089435542820,248,64.0,13875.0
948074897183249086,2660,75.0,16246.0
948154615971768276,364,,17627.0
948160046984994544,397,201.0,20281.0
952451857525858755,346,5.0,13657.0
952455301934953242,346,5.0,13657.0
952465726593503508,346,,13657.0
952468798459016382,346,,13657.0
952471368632957564,346,5.0,13657.0
952473552453018401,346,5.0,13657.0
952792704677899527,175,,11457.0
948380746612788025,1190,31.0,22783.0
944831938640547421,303,,18968.0
944840863824995866,562,73.0,15318.0
944898365098168917,380,96.0,13767.0
944912791363398658,291,,14999.0
944912962440670211,291,113.0,14999.0
944920536775536702,596,165.0,15131.0
954409858822364497,1097,,5745.0
954416106078461534,456,162.0,8921.0
948529812205693771,620,619.0,15324.0
948566915733303630,457,,16154.0
948571500147013460,231,,17301.0
948583956858487097,246,127.0,14346.0
948641738106703685,770,,12372.0
948686702143302519,865,,10147.0
948842213174120198,457,62.0,16320.0
948965851476384808,212,158.0,10420.0
952798329936840147,826,219.0,15811.0
952824969723825832,6555,226.0,7011.0
952829600740335989,981,38.0,15518.0
952878493728030140,448,,15665.0
952984142614272420,1730,230.0,23944.0
953082621778685235,306,93.0,14095.0
953092713442237503,280,181.0,17612.0
953102865275048099,502,,12493.0
953206229223459043,299,,12337.0
954431936531898557,579,,15385.0
954811174828138756,1246,32.0,22460.0
954968669432641550,382,178.0,19194.0
954977821157428078,493,,15299.0
955021520281902760,1248,,9266.0
955034667956489782,488,,14526.0
955050227421369755,1127,,14045.0
949015083661627174,483,73.0,12263.0
949203092352821304,2348,457.0,16560.0
949211575885214022,1243,,17234.0
949224321229263998,306,50.0,12663.0
949234336228113845,468,521.0,19343.0
955102598808666581,143,120.0,12746.0
955168568146763274,143,120.0,12746.0
955641002931211440,683,58.0,13940.0
955641708252700384,505,70.0,14659.0
955642047468711045,769,204.0,14723.0
949251364400329401,419,,11022.0
949264702916929713,620,,11671.0
949265372729570235,243,68.0,13092.0
953374339819644784,367,150.0,15950.0
953391145939365107,652,,10867.0
953551779964382496,268,71.0,14986.0
953648370950219232,852,444.0,14722.0
953676633258858896,205,,12084.0
953709683318097157,3624,255.0,8158.0
953728610532190232,489,149.0,13368.0
953749709894151239,663,,22246.0
953828756330090292,257,80.0,14562.0
949268359066422850,243,,13092.0
949274358936897763,243,68.0,13092.0
949277070616892307,243,,13092.0
949280014906858915,243,,13092.0
949282062861822755,243,,13092.0
949284629071808523,243,,13092.0
955648648399082078,254,,15283.0
955696793185611740,4977,329.0,20485.0
955757854520890146,2767,,7285.0
955770350166622194,693,84.0,10135.0
955794046126735510,554,,15422.0
955801266390516689,1749,699.0,15986.0
955842473362618091,54,,30694.0
955899560315923046,668,,21244.0
949288691549168003,243,68.0,13092.0
949400303873290231,518,85.0,14003.0
949486536388006369,407,619.0,5287.0
953831266529128673,2055,,14918.0
953873085836036385,331,166.0,14338.0
953884582009992940,249,175.0,15225.0
954013635793717147,1148,,10671.0
954203854664822839,259,76.0,15166.0
954215732943587985,319,170.0,14186.0
954215877577072004,386,183.0,13739.0
954239000010599102,2275,122.0,18047.0
954283379414654919,633,312.0,13771.0
949729555472891578,472,,13602.0
949902736506232978,2026,204.0,38027.0
955982807488068454,812,,15010.0
956116282739680488,323,,30084.0
956315593100013830,249,129.0,16976.0
956572242219688781,941,834.0,3874.0
956637921456579090,1514,,22043.0
956673432204758423,5098,194.0,20223.0
949940706376643143,1005,166.0,15987.0
954298098284771504,797,,13529.0
954299772270320483,496,,13718.0
954300939099227966,393,,13839.0
954305781860517709,691,184.0,13830.0
954307423551946038,469,90.0,13733.0
954307563027422794,812,972.0,16895.0
954322057643536426,594,248.0,13732.0
954330013939237910,456,,8921.0
954338450548949071,350,,14240.0
950088048554818503,325,96.0,14745.0
950110666381625817,349,,17493.0
950150663573223073,321,59.0,16914.0
950168592361022132,421,,11646.0
957076524269538819,5218,60.0,20422.0
957180843002831029,680,902.0,5168.0
957256229805799881,149,131.0,11839.0
957270452215143039,1168,199.0,13268.0
957303156931207604,410,207.0,16709.0
957362915117972428,174,,14635.0
957417213711130957,420,197.0,16719.0
950316243638576156,194,,14849.0
950613063933116818,255,46.0,12641.0
963116369097877691,206,91.0,23183.0
954363583010781575,671,170.0,13393.0
954370729256029436,249,144.0,13758.0
954376322754844300,641,,13386.0
959360376980857230,307,237.0,13530.0
959483358389401109,6061,,20937.0
959487132458696940,652,99.0,10867.0
959488755369970428,336,122.0,13951.0
963153880177022920,330,113.0,23611.0
963159451615470070,715,,15766.0
957425381814766097,3294,,6377.0
957484574310360183,429,95.0,19218.0
957768545886397531,404,228.0,12203.0
957818857975204814,44,50.0,14813.0
957840105436009773,879,,15632.0
957935036050907650,473,65.0,15082.0
957945358641843537,490,140.0,19269.0
957946390155047482,1257,56.0,15138.0
959516896569152304,162,,11097.0
959526760678891421,329,87.0,13808.0
959602807291281436,505,88.0,14962.0
959603104962841960,705,93.0,15748.0
959667125949545689,481,,14937.0
959700743851454721,504,,13553.0
959745656323099608,324,967.0,4909.0
959946117705023825,631,,11876.0
960106439790909562,1290,388.0,7306.0
960123989588215141,497,132.0,13575.0
963369737715683373,445,,10294.0
963371797604061344,2288,,14971.0
963568680727420431,340,79.0,13550.0
957967655576972781,442,76.0,13370.0
957968867778010709,242,100.0,12837.0
957997561762518256,167,,5507.0
958019510453136553,162,,14847.0
958148812089033219,446,196.0,24721.0
958174385917394679,289,,11755.0
958259665696602114,331,,13322.0
963627843672912854,362,,13054.0
963676412262803693,988,,10854.0
963696212258651543,119,,14002.0
963719859916841872,304,,11385.0
960252148706511680,241,169.0,11174.0
960258169135210648,5792,239.0,8367.0
960284822920196092,599,,15549.0
960353377119642101,641,,25233.0
960369879026294496,2277,,1200.0
960483610886728736,1809,,14956.0
960565066505033598,364,95.0,6662.0
960792992041170317,231,,15102.0
960802474144312739,184,,13983.0
963733623334681051,364,,25128.0
963743118811741225,1006,75.0,20960.0
963752814816200902,1006,75.0,20960.0
958430408164791754,329,101.0,14438.0
958483783087820252,158,,15091.0
958558125469831900,398,17.0,5556.0
958610073245715978,843,147.0,20350.0
958668457048548195,500,67.0,16911.0
958668503625039193,875,86.0,15613.0
958668605542635977,1113,155.0,16050.0
963753922876932895,1006,75.0,20960.0
963771864938788099,429,,11200.0
963775739081591184,572,58.0,12590.0
960803210657433132,184,,13983.0
960804652550437543,184,,13983.0
960805353810541341,184,,13983.0
960806463378408324,184,,13983.0
960806774951498739,184,94.0,13983.0
960807174486368490,184,,13983.0
960807923889705033,184,,13983.0
960808430254177727,184,,13983.0
963782690020202626,550,86.0,13421.0
963789422666124992,572,58.0,12590.0
963804208409308950,571,,13875.0
963806755084027377,108,68.0,14668.0
963814714581341839,358,153.0,16794.0
963876905178785865,835,,15268.0
963880900259575583,502,239.0,15239.0
960808465837278006,184,94.0,13983.0
960808925444839986,184,94.0,13983.0
960809504670641684,184,94.0,13983.0
960810042194803796,184,94.0,13983.0
960810722415414213,184,,13983.0
960813601139525414,184,94.0,13983.0
960813984253928172,184,94.0,13983.0
960814393147089142,184,94.0,13983.0
963888047601554678,359,,16685.0
963889303393518087,1039,,15150.0
963898358315700969,1185,120.0,15283.0
958735792873026478,393,79.0,18169.0
958835117292862482,447,160.0,13040.0
958891583704104591,1056,63.0,13000.0
958909593719491638,601,48.0,22460.0
958940970927847507,1171,1368.0,23064.0
958972019916575251,621,207.0,24017.0
959209642509325824,244,97.0,18377.0
959308487644032372,1603,413.0,1740.0
963914944993129500,934,,10785.0
963924328426517775,500,109.0,15713.0
963998015345188306,235,139.0,16448.0
964121383827414786,265,126.0,14262.0
964125398757840958,140,,19115.0
964235915747817963,730,328.0,18846.0
959344147221723685,660,134.0,10897.0
959359870617219142,211,63.0,13889.0
965830246757892252,3227,578.0,15652.0
965831407638620348,152,,14922.0
965836734967050413,626,205.0,21749.0
965903065559481280,395,,18073.0
965972728839907811,348,110.0,12584.0
965992693591250810,263,189.0,16783.0
965995992034672989,538,297.0,20279.0
960822410559368357,586,,11638.0
960863548264366915,354,96.0,14208.0
960863554272994859,200,97.0,14153.0
960869046954167399,194,43.0,13378.0
960870128916074588,469,263.0,20840.0
960875317288334604,2256,171.0,14322.0
960883666210378517,254,,14785.0
960901063510719919,325,,19097.0
960955897399366037,6501,702.0,7538.0
960986775414264835,973,41.0,18164.0
964420907082026117,943,,19746.0
964428733563892675,188,139.0,13311.0
964438667689318197,5224,,4879.0
964449748366461485,521,258.0,15342.0
964490043156249684,431,,15608.0
966007202301299080,447,,17610.0
966015814531483475,168,,12601.0
966021427249868810,508,36.0,22915.0
966053705670125310,1098,,13637.0
966075614879803673,95,476.0,19930.0
966077154092000207,481,,6058.0
966077910106063326,869,136.0,14261.0
966141894035636477,481,,6058.0
966526373755872916,606,,15272.0
964580862175553321,484,,18185.0
964663362266512518,813,,20057.0
961033156841573782,762,171.0,15262.0
961040467494189722,600,,10190.0
961102840821453179,581,70.0,15343.0
961219465029002448,590,,3897.0
961527622157301522,373,,11835.0
961583712267369586,851,185.0,15533.0
961712378933765607,1161,312.0,20559.0
961734517987231970,3682,1752.0,5941.0
961818212559589191,416,16.0,10009.0
961836418495370418,710,249.0,30550.0
962189814042077806,157,85.0,14522.0
964766056473184169,3543,,8115.0
964872115077685352,3018,754.0,7423.0
966639031314684792,2905,383.0,11762.0
966708656281258288,483,171.0,19301.0
966732971872955190,507,42.0,23686.0
966740091055327436,2146,,17950.0
966775673600386645,163,,10513.0
966776877776043465,310,,12673.0
966821144198085863,1173,,14100.0
966874541313648251,555,,15022.0
966917087282735307,346,249.0,12993.0
967417239150226565,445,75.0,11403.0
964872185290069168,170,,17159.0
964981942801450068,756,,12015.0
962288502694718934,357,9.0,19150.0
962361429254113252,107,,16519.0
962485786688871927,534,103.0,13590.0
962535551214838738,615,373.0,19505.0
962541812307943926,358,135.0,17669.0
962791720021643770,478,142.0,10195.0
962939782996570342,410,113.0,10917.0
962941722185189247,410,113.0,10917.0
965033404639076969,491,171.0,14435.0
965072157099213665,615,,12292.0
965075188819910365,79,99.0,17169.0
965075551050725927,103,,14247.0
965075878880346855,103,,14247.0
965116437418404522,240,,13250.0
967536405500579160,619,99.0,17740.0
967572040503577303,1197,,15052.0
967637028883999741,302,,31359.0
968043184639361760,810,35.0,17866.0
968052518875387461,607,,15351.0
968090367625068114,565,188.0,19674.0
968117958661367161,472,266.0,14961.0
968132719457085471,271,258.0,17818.0
968138190116958758,311,,18194.0
962998923901128884,414,108.0,16638.0
963013022002239624,410,113.0,10917.0
963017194270461755,410,,10917.0
963018858907397944,363,,10393.0
963035416697714200,399,72.0,20688.0
963038831435657022,402,95.0,16626.0
963046100751973782,240,33.0,19976.0
965160360662831113,651,,20388.0
965292515062423473,424,157.0,13439.0
965319537209564235,428,,24698.0
965350569769330663,1362,,21715.0
963048078029205948,466,,18954.0
963050321235273887,321,,16763.0
963052675248418723,134,,28002.0
963053029284213047,561,366.0,17239.0
963066386070131161,413,106.0,16637.0
963085620841841358,190,228.0,16860.0
965370066480069051,605,141.0,11800.0
965474127659977246,427,126.0,11603.0
965505333713118531,376,418.0,5208.0
968146040275203709,168,,17665.0
968158472503477954,1830,95.0,12442.0
968165379716775028,777,139.0,13536.0
968232639190407327,395,,15346.0
968246016505554438,502,16662.0,18617.0
968278843988039212,393,281.0,4678.0
968356497739578739,217,47.0,16408.0
968479961934034963,245,105.0,13821.0
968598106754507577,476,,13007.0
965519387874358648,278,,15060.0
965519397068939795,399,71.0,14794.0
965706328966754098,700,96.0,15654.0
970072934238390539,301,,14548.0
970107108782228634,275,161.0,11805.0
970213432972312352,816,,13930.0
970248007829272555,1211,411.0,17193.0
970314665699856874,500,,27127.0
970314946666010164,3123,,5328.0
970318365895422240,528,91.0,10863.0
970364193542146289,660,,15824.0
970394774041225066,951,,20238.0
965709350570453289,254,176.0,15283.0
965709633075349012,343,193.0,15669.0
965709977898767387,198,75.0,14679.0
965816156178565916,250,,17928.0
974125072212125485,600,95.0,15315.0
974227248765395489,4318,,4225.0
968796501661082781,660,134.0,10897.0
968819722669063441,6166,255.0,10894.0
968870682060442981,340,279.0,18912.0
968888543324752321,740,175.0,15478.0
968909763063437946,614,49.0,15460.0
968921608892347832,541,260.0,20338.0
968922429264222420,441,495.0,19316.0
968943326386341222,299,205.0,17342.0
974333058451776793,639,103.0,15487.0
974391601107624428,282,229.0,21274.0
974595688545830503,636,,4803.0
974768925562616199,184,94.0,13983.0
970433469370775501,555,185.0,15022.0
970497589664733128,753,274.0,15710.0
970513355093049469,598,,12119.0
970554818362587457,446,,11136.0
970653078127575418,639,1425.0,5003.0
970818556729760468,211,,12894.0
970956880456551340,2341,,14364.0
971014919312107685,1101,1108.0,3096.0
974896319454328448,502,72.0,13521.0
974927953560232331,747,,7394.0
975104119329939624,95,186.0,15064.0
975138959448456465,132,36.0,11106.0
975203627957797239,428,6124.0,12510.0
975273537094295498,553,109.0,12878.0
975282423991954507,472,67.0,19641.0
968961111636531690,618,,13474.0
968982002561156213,4270,708.0,7509.0
969020047281643924,363,,17471.0
969035784970111373,619,199.0,20846.0
969046191401522947,1027,129.0,12474.0
969083574093441615,897,,15419.0
969127796395247392,1006,1570.0,5754.0
969429540603462926,1005,,20959.0
969450944687841104,161,193.0,11468.0
971017228077053672,655,,6166.0
971101887044988474,807,150.0,12799.0
971248186527312092,5394,,5514.0
971269555409003026,3324,127.0,8094.0
971574348597854706,719,,21224.0
971594939474655781,3458,,9285.0
971653733668334227,466,1412.0,4134.0
971748602940958727,656,,15473.0
971852833016548288,333,180.0,18441.0
971862308015568674,199,312.0,10981.0
975395203298072020,235,65.0,14749.0
975423767784306410,203,141.0,15791.0
975443645021222998,1006,75.0,20960.0
975446337136486679,1006,,20960.0
975528787109367099,393,157.0,13704.0
975557781301854322,335,,10715.0
975568948675780399,337,197.0,10714.0
975709423503449198,645,172.0,12639.0
969458692398111487,1006,,20960.0
969461391626046879,1006,75.0,20960.0
969462426603921243,1006,,20960.0
969463803755237494,1006,,20960.0
969471972225907553,864,91.0,14976.0
969477419980535733,376,,14065.0
969514008107126414,1120,382.0,7089.0
969521494667176747,5168,,15626.0
969527055763631540,2652,,10250.0
969546377878285001,626,40.0,15481.0
975897434407302403,1147,177.0,19634.0
975923866742134317,772,,19508.0
976134439875101380,568,545.0,4854.0
971907111940311957,119,,17182.0
971930833189858191,320,166.0,13663.0
971985344645165863,384,162.0,10496.0
972008124482098468,712,68.0,14711.0
972325698235775364,172,202.0,17166.0
972377389533980113,3560,391.0,16012.0
972443650532062896,255,191.0,10533.0
972573127714248461,170,123.0,13997.0
972617212028384644,349,90.0,11658.0
972690287530826962,378,117.0,14502.0
976147002498798097,494,,13408.0
976176076070338913,162,64.0,9988.0
976190720830064747,294,146.0,11806.0
969558852641361621,645,150.0,15825.0
969625326040173764,396,46.0,12887.0
969626098881522361,354,,13166.0
969626917135027888,535,187.0,13368.0
969639647663628867,87,,16304.0
969644867825232122,142,,15515.0
976213593216792398,432,54.0,14497.0
976288891069593330,242,,4870.0
976290086007012652,294,146.0,11806.0
976682170530405163,324,,16640.0
969672999368896556,363,,16660.0
969675031818823854,583,272.0,18027.0
978973668995905832,433,54.0,14498.0
978979276292267330,660,102.0,15824.0
978981767053187155,660,102.0,15824.0
978987017382878565,451,274.0,29377.0
978996864491722615,198,18.0,11845.0
979000835943861278,312,152.0,15429.0
972740017700582747,1616,866.0,2515.0
972801737981857762,1496,827.0,2650.0
972805172969056732,1415,725.0,2385.0
972841979416428333,349,,10695.0
972994895711627601,5383,542.0,5252.0
973050743642447559,461,71.0,14656.0
973186910160545391,651,1053.0,5243.0
973200600534337339,46,,15840.0
973202272068906394,433,131.0,16222.0
973230446767851762,261,169.0,16618.0
976766563716249181,323,124.0,21314.0
976784386743786662,191,126.0,9957.0
976804722089314968,354,227.0,9979.0
979002417804365971,660,102.0,15824.0
979005462869962985,312,152.0,15429.0
979006571228615807,364,85.0,11216.0
979007107482059702,312,152.0,15429.0
979007950925577135,312,,15429.0
979045197515800591,312,152.0,15429.0
979046337046011452,312,152.0,15429.0
976898757702361060,547,,4746.0
976932497784891034,246,92.0,13670.0
973238404538275285,349,,15070.0
973323507723677110,393,195.0,14969.0
973328245446103672,179,,14107.0
973354135681593503,414,,17223.0
973363318660197175,454,,10903.0
973364593745898968,268,110.0,10454.0
973379136714119879,389,201.0,17153.0
973383462086039008,1414,162.0,16024.0
976938289851058532,238,2.0,13961.0
977510333611168866,33,,15443.0
977566062648075863,1951,,13505.0
977575903579108702,1991,,13489.0
977580929666714335,427,301.0,10979.0
979047140389966042,312,,15429.0
979047996638552491,312,152.0,15429.0
979061108613895849,1354,1003.0,2676.0
979172812932060651,688,,11805.0
979452911734968222,63,56.0,15238.0
979453621750662155,347,,15655.0
979559714970976139,70,,14016.0
977616206126385574,198,,14084.0
977616731845565164,519,350.0,10769.0
973430263558977428,227,83.0,12920.0
973435848249028533,471,,13983.0
973460201660073637,1738,57.0,23365.0
973498059843152493,466,,31290.0
973742322678721966,959,,16204.0
973834338009694848,3264,125.0,10347.0
973877376052421518,400,,15261.0
973880434381835546,696,,18035.0
973899385540744661,319,,13157.0
973925725405824793,1862,561.0,7145.0
977626278939345924,331,,22779.0
977629654218303000,257,75.0,10730.0
977653299500768416,555,185.0,15022.0
977732692492896948,227,,12643.0
977754993026073103,219,,14202.0
979575159251278222,174,162.0,11589.0
979673238990239197,699,1104.0,5173.0
979702194042540335,342,,4703.0
979784664536319800,580,,25628.0
979809968248456618,562,1228.0,4821.0
979841425635125625,1505,131.0,13886.0
979902979221942739,193,247.0,13711.0
977767444513453396,1501,315.0,15650.0
973926823669823710,609,,4429.0
973954372095741069,313,205.0,25647.0
974036792425507586,658,772.0,5103.0
974046667971083306,572,52.0,13955.0
974059099437963900,81,,17530.0
974067561235430226,294,,11806.0
974085137535602566,2673,460.0,10433.0
974106237995487073,1032,,15146.0
974111912547734871,737,,14895.0
974119318572120161,161,58.0,17024.0
977788959206970815,1696,223.0,14795.0
978012430499715954,375,152.0,15247.0
978186823944588985,1281,,12428.0
978187771536597634,1768,293.0,15091.0
979972287079085757,2222,,37963.0
980015069757960171,1134,192.0,15711.0
980227435509794627,397,,17802.0
980358054626464376,239,64.0,13035.0
980408563480059112,2275,194.0,1055.0
980481734816658340,5400,,17911.0
980573611700193360,120,167.0,14334.0
974121272902331394,341,41.0,14550.0
983261804912264665,689,,11222.0
983263064441073410,497,132.0,13575.0
983263497821159174,497,132.0,13575.0
983328825961116508,379,,8471.0
983429000121858386,612,228.0,16743.0
983463043413515218,548,47.0,13865.0
983486077767415410,313,149.0,11772.0
978191817244397875,326,220.0,11434.0
978281778523334764,89,141.0,16306.0
978360232982713232,294,146.0,11806.0
978390068201449135,588,,5308.0
983922315853342765,728,,13110.0
983946677656066462,513,148.0,13558.0
984058456651479331,549,,14875.0
984117615632554961,1453,224.0,13299.0
978403972159622065,625,1096.0,5320.0
978416401199367195,693,275.0,10406.0
978443139173660339,245,,11178.0
980578515043030225,566,,5126.0
980581231424651455,842,1320.0,5368.0
980597457970566165,413,,12798.0
980616260826796990,381,,12879.0
980617449810787175,522,132.0,13337.0
980619476220059126,706,68.0,12639.0
980619551933164508,347,,13302.0
980619691545526997,682,145.0,12663.0
980648904106993469,132,573.0,6575.0
978506040990799416,405,192.0,17296.0
978561260920834118,270,89.0,17412.0
978647529811129540,546,538.0,7476.0
978911600123510961,221,,14710.0
984125807958212444,1006,,20960.0
984127388387318348,628,157.0,10601.0
984129955873097270,1006,75.0,20960.0
984132532393018457,1006,,20960.0
984160359805858722,1125,,13429.0
984190096737619872,315,1846.0,4307.0
984193535742296747,2435,,8728.0
984206531397675136,2809,,8595.0
984257537434970040,78,82.0,12407.0
978925745429168294,716,,11700.0
978939555511615677,706,131.0,15848.0
978950134453137205,428,129.0,13247.0
980767574007808177,134,,17145.0
980902455209107285,254,,15283.0
980902982129959017,474,207.0,13473.0
981022462655996345,362,,15548.0
981054110042468664,7983,869.0,6791.0
981066808825911979,221,,10464.0
981104669203817777,3648,,6186.0
981183733840544000,667,979.0,5469.0
978953048200290110,287,68.0,13713.0
978960020569385321,199,,13641.0
984278704291135597,272,135.0,18944.0
984543466066489761,367,,14203.0
984544006571517301,198,,14679.0
984544319725518768,346,,13024.0
984544663293142439,63,56.0,15238.0
984547070140734431,1525,1173.0,7165.0
978961717573021371,396,,15375.0
978962051986018048,281,42.0,23067.0
978968341543041417,330,13.0,13916.0
986934194112064725,325,245.0,18788.0
986960461220624070,298,,16619.0
986964417175400412,316,313.0,18545.0
987034292790632065,59,,14729.0
981215096714560429,112,197.0,17145.0
981238829775031305,203,,14388.0
981244920997760223,3607,,6086.0
981373391931970516,449,208.0,24212.0
981390554747685223,689,57.0,24543.0
981430516942515827,226,130.0,20679.0
981872762549819929,455,,14993.0
981904996886257439,678,162.0,12812.0
987053145441509416,204,121.0,15429.0
984665381826134150,1006,,20960.0
984667555924799835,143,,17349.0
984669584272464560,1006,,20960.0
984670477924074027,1006,75.0,20960.0
984671810028101771,1006,75.0,20960.0
984673166695575558,1006,75.0,20960.0
984675312100441360,1006,,20960.0
984676295568733978,1005,75.0,20959.0
984694782799715654,660,,15824.0
987082797213735421,708,105.0,15361.0
987157188477759486,182,,18921.0
987496705890384286,586,,15725.0
987646006992781950,619,476.0,16102.0
987646116404974436,419,,15178.0
987691107353734787,448,1115.0,4645.0
987711623534708163,429,1096.0,4627.0
984725303384646166,218,,13357.0
984843626459844191,534,118.0,13390.0
984845128438726829,121,207.0,15532.0
984877132975580649,578,,25665.0
984905638210475309,2716,300.0,7775.0
984942864285850958,466,106.0,21819.0
984953691868171314,1679,528.0,9772.0
985018927664356222,443,171.0,18895.0
987716283276855584,719,214.0,20704.0
987717105504020235,401,1346.0,4199.0
987735186033425429,537,1203.0,4734.0
981936893723440768,564,88.0,10771.0
982130899713091667,256,,17765.0
982172393543000727,206,,18166.0
982214382636326896,611,,15745.0
982516022152861124,384,154.0,14919.0
982522383091784018,429,,14696.0
982692088582914751,116,,24061.0
982774754418503647,3202,,5214.0
987744404359869281,500,,16911.0
987749282672916874,609,,15622.0
987755360515824960,1832,,37565.0
987760982489385340,262,,17875.0
987767833411348082,542,,11431.0
987774238584422591,299,,4789.0
987822447995244830,8505,288.0,9290.0
982781191690938081,495,,15345.0
982787887777810293,303,,7154.0
982809251824941366,538,,20265.0
982812964885848793,111,20.0,11705.0
982829571535281244,226,,20679.0
982833752250568153,109,100.0,15296.0
982893705254038962,143,,6587.0
982900189767439245,6161,441.0,11501.0
983167691286253890,195,61.0,15338.0
985020705862714485,228,,13408.0
985029421339482762,590,52.0,20617.0
985167005975036518,3758,,7734.0
985326372803136953,94,,31333.0
985390832322641472,336,106.0,14928.0
985398033818297264,211,57.0,13724.0
985419547082037217,459,94.0,13200.0
