id,walk_subway(m),walk_bus(m),car_airport(m)
47402779,537,105.0,25585.0
47410952,84,136.0,12987.0
47412929,511,167.0,32117.0
47967099,359,277.0,25382.0
47968256,248,32.0,16814.0
47968434,445,358.0,25287.0
47974913,510,168.0,14982.0
47974969,333,5924.0,14537.0
47975799,382,328.0,12490.0
47977116,321,1125.0,6097.0
47421830,496,217.0,11989.0
47443009,592,275.0,9781.0
47832229,404,251.0,21596.0
47832340,734,264.0,16476.0
47833551,543,1000.0,2935.0
47841969,794,316.0,15552.0
47842721,83,34.0,15100.0
47844167,854,220.0,16432.0
47444016,287,20.0,17071.0
47448046,841,119.0,15899.0
47448127,430,75.0,16953.0
47449728,156,190.0,10828.0
47451852,3777,230.0,11026.0
47977634,469,365.0,19075.0
47982995,378,81.0,12528.0
47990503,60,112.0,12444.0
47993937,123,74.0,13844.0
47467110,964,115.0,14356.0
47846567,1525,164.0,22017.0
47846577,277,79.0,15292.0
48055938,198,98.0,14011.0
48062301,3196,1231.0,6514.0
47472308,779,266.0,20874.0
47486539,165,199.0,13660.0
48083343,1001,82.0,18307.0
48089766,405,45.0,18054.0
48095346,889,378.0,22757.0
48100776,367,67.0,14203.0
48100962,319,134.0,16241.0
47994751,820,148.0,23240.0
47996191,12,74.0,14886.0
47996705,218,94.0,12869.0
48011354,231,275.0,4421.0
48016092,463,167.0,21515.0
48017619,580,206.0,24296.0
48024678,271,50.0,20742.0
48029069,196,70.0,11339.0
47486935,268,116.0,19567.0
48103930,193,225.0,15250.0
48104025,274,41.0,13901.0
48109162,4697,99.0,17169.0
48110470,926,320.0,26761.0
48111149,3385,565.0,18491.0
48030596,251,67.0,13879.0
48042018,762,108.0,10163.0
48045041,720,159.0,15172.0
48266114,381,1.0,18910.0
48266140,1528,593.0,15603.0
48270362,3797,388.0,7705.0
48279821,449,176.0,15948.0
48404504,851,131.0,13085.0
48416088,548,194.0,15563.0
48423570,355,88.0,14944.0
48111511,169,103.0,11205.0
48121041,301,86.0,14946.0
48124602,880,80.0,15604.0
48128688,503,62.0,12058.0
48282693,55,138.0,15025.0
48295887,160,31.0,16339.0
48130923,550,372.0,24011.0
48133291,753,152.0,11002.0
48133569,2571,120.0,7335.0
48134826,184,77.0,15123.0
48134893,601,150.0,17917.0
48135717,442,95.0,14980.0
48137711,539,185.0,14473.0
48137872,119,122.0,12162.0
48427492,811,27.0,20918.0
48430489,717,235.0,11120.0
48440192,278,187.0,17131.0
48444133,421,304.0,9910.0
48300185,5204,43.0,12066.0
48304015,223,138.0,15287.0
48316162,328,133.0,14567.0
48316241,235,195.0,15175.0
48139155,305,121.0,16216.0
48142110,727,154.0,22541.0
48143746,52,36.0,14911.0
48146527,335,56.0,16022.0
48316249,204,93.0,14157.0
48316258,254,366.0,15157.0
48316284,61,185.0,14061.0
48445362,745,510.0,16927.0
48449621,891,623.0,9802.0
48452927,323,117.0,16699.0
48456241,262,105.0,16437.0
48463531,341,984.0,5427.0
48463899,546,1026.0,2975.0
48317954,562,114.0,14378.0
48318184,313,92.0,14234.0
48323889,569,153.0,18703.0
48326902,749,36.0,13493.0
48328710,353,81.0,14306.0
48331524,378,96.0,10871.0
48159314,664,195.0,21078.0
48168657,193,37.0,13653.0
48170918,491,723.0,10135.0
48181694,249,240.0,11741.0
48182954,765,54.0,15237.0
48470766,718,123.0,24837.0
48483049,297,95.0,14509.0
48489975,651,80.0,12163.0
48493122,338,76.0,14149.0
48503504,129,135.0,11056.0
48334556,5225,76.0,12736.0
48341938,146,117.0,14522.0
48344749,159,155.0,14413.0
48344963,413,240.0,14248.0
48345047,137,133.0,14391.0
48345099,121,141.0,12757.0
48345227,394,131.0,14451.0
48214743,1963,62.0,24659.0
48215693,1041,1204.0,9173.0
48216778,30,134.0,18808.0
48229606,1883,224.0,22601.0
48230852,412,150.0,12824.0
48230897,421,93.0,16014.0
48345447,403,193.0,14222.0
48520815,488,44.0,21536.0
48527525,217,11.0,12426.0
48528952,488,106.0,12074.0
48559980,556,83.0,14541.0
48356312,277,113.0,13725.0
48357548,352,81.0,12084.0
48360362,739,407.0,3579.0
48231063,431,61.0,15762.0
48233657,243,103.0,13156.0
48247577,753,189.0,12786.0
48365708,325,101.0,20524.0
48367018,293,117.0,12403.0
48562814,236,137.0,14356.0
48562902,264,76.0,14147.0
48563315,415,194.0,14468.0
48566707,112,20.0,19916.0
48569389,193,173.0,14399.0
48585070,1195,108.0,9231.0
48586222,303,112.0,13716.0
48367351,317,127.0,13994.0
48253767,449,555.0,4759.0
48255368,298,124.0,15171.0
48255427,733,67.0,15919.0
48257064,294,70.0,12038.0
48627687,3,120.0,14978.0
48380523,285,48.0,10929.0
48587319,293,167.0,13770.0
48587320,309,74.0,13588.0
48587324,268,92.0,13591.0
48587330,187,106.0,13716.0
48587331,294,102.0,13706.0
48587332,319,62.0,14310.0
48587333,161,217.0,14146.0
48382101,924,162.0,20826.0
48383636,491,66.0,11541.0
48383760,295,177.0,15601.0
48639298,5941,152.0,5732.0
48654449,2218,106.0,13544.0
48658249,1229,227.0,15452.0
48658534,540,196.0,14576.0
48659103,4182,132.0,14841.0
48661185,562,179.0,10771.0
48672660,325,63.0,16918.0
48587864,539,131.0,12595.0
48601052,262,104.0,12853.0
48601560,472,115.0,13119.0
48601706,207,160.0,13440.0
48601811,406,110.0,13111.0
48602128,166,90.0,13422.0
48602260,315,51.0,12816.0
48602318,362,147.0,13022.0
48602370,461,110.0,13113.0
48399663,495,73.0,14464.0
48402078,1641,131.0,25478.0
48612262,333,200.0,25287.0
48867046,300,212.0,14633.0
48674402,824,74.0,12007.0
48674893,121,141.0,12757.0
48676981,384,169.0,16699.0
48679571,2289,313.0,14230.0
48682927,522,40.0,16096.0
48871242,341,182.0,19561.0
48879282,254,97.0,15335.0
48886891,1890,220.0,23692.0
48699809,837,385.0,3469.0
48707741,455,1271.0,7891.0
48720514,198,189.0,13067.0
48731947,687,227.0,21704.0
49060074,454,188.0,20738.0
49072113,207,13.0,17634.0
49074308,495,144.0,20256.0
49074726,127,96.0,13360.0
49074929,301,77.0,14422.0
48920995,868,327.0,21964.0
48733636,200,92.0,14600.0
48735024,52,36.0,14911.0
48735040,52,36.0,14911.0
48735062,52,36.0,14911.0
48736649,608,917.0,6271.0
48921786,3207,245.0,9751.0
48922519,249,91.0,15243.0
48933117,295,123.0,16052.0
48936915,630,135.0,20427.0
49077488,431,76.0,17828.0
49081266,98,66.0,14201.0
49088129,298,81.0,14520.0
49089324,340,124.0,14563.0
49089376,410,232.0,15406.0
49089414,253,43.0,15544.0
49089488,433,163.0,15179.0
49089500,411,178.0,15216.0
49089513,234,62.0,15562.0
48939444,681,1478.0,7551.0
48940172,3867,256.0,8641.0
48942624,349,154.0,13800.0
48740080,408,220.0,18776.0
48740096,3209,343.0,15722.0
48741152,2704,101.0,15728.0
48742328,639,125.0,17884.0
48752329,690,122.0,12993.0
48758785,2849,244.0,26241.0
48758887,930,61.0,13094.0
48764611,438,63.0,12014.0
48767472,237,600.0,7780.0
49089574,506,295.0,14945.0
49089583,317,78.0,14595.0
49089593,314,57.0,14733.0
49089605,297,98.0,14575.0
49089633,355,85.0,15257.0
49089728,315,87.0,15497.0
49089734,485,208.0,14952.0
49089753,458,181.0,14980.0
49089760,305,89.0,14535.0
49089771,340,124.0,14570.0
48943038,390,95.0,19689.0
48943933,168,151.0,18778.0
48944147,288,70.0,18841.0
48955719,265,141.0,12916.0
48956711,364,149.0,13909.0
48959254,491,411.0,16630.0
49089796,320,75.0,14598.0
49089859,335,119.0,14558.0
49091621,286,199.0,12870.0
49092035,445,174.0,15168.0
49092042,226,166.0,12942.0
49092069,290,149.0,15466.0
48767648,189,85.0,12693.0
48768760,331,506.0,7686.0
48782140,279,72.0,18307.0
48783563,355,109.0,14308.0
48786590,6164,179.0,20804.0
48787510,1285,89.0,15348.0
48789001,183,178.0,21837.0
48959628,388,125.0,13932.0
48972837,126,193.0,14094.0
48978779,87,1602.0,8095.0
48981222,178,133.0,18849.0
48982956,751,183.0,22236.0
48983218,570,145.0,21609.0
48802079,789,190.0,25699.0
48804279,762,388.0,18196.0
48805587,412,9.0,14298.0
48805600,458,301.0,14305.0
48807455,241,132.0,14351.0
48983715,585,97.0,21742.0
49092077,257,73.0,14498.0
49092089,311,94.0,14540.0
49092101,396,180.0,14619.0
49092125,415,238.0,15238.0
49094153,344,113.0,14542.0
49099507,544,131.0,15319.0
49111268,532,315.0,22630.0
48984579,454,78.0,21660.0
48989849,467,143.0,16012.0
48810846,355,239.0,16162.0
48811129,524,16.0,23218.0
48989915,727,206.0,21724.0
48992874,653,140.0,20503.0
48994025,443,140.0,11292.0
49113280,242,98.0,14493.0
49114251,363,144.0,19736.0
49115431,1004,825.0,3829.0
49124533,70,98.0,14508.0
49124837,144,187.0,14307.0
49124976,206,82.0,14697.0
48996689,1002,56.0,12200.0
48823509,199,137.0,14738.0
48825622,172,151.0,14077.0
48828204,151,66.0,14680.0
48845751,364,102.0,13209.0
48846698,254,161.0,14894.0
48848322,439,111.0,15668.0
48848698,521,191.0,15587.0
48848891,523,193.0,15585.0
48998267,771,144.0,22199.0
48998616,564,82.0,17548.0
49002584,527,121.0,11679.0
49003714,251,262.0,13489.0
49125584,724,152.0,12822.0
49125621,428,67.0,13264.0
49126425,541,110.0,13568.0
49126896,530,150.0,13088.0
49127236,521,152.0,15024.0
49132815,552,77.0,12790.0
49011831,302,170.0,15559.0
49013421,171,74.0,14388.0
48849201,483,73.0,15364.0
48860567,746,318.0,30298.0
49193889,925,133.0,21138.0
49199952,184,114.0,13091.0
49207819,309,479.0,3534.0
49208965,136,165.0,30932.0
49014923,442,78.0,18090.0
49016783,170,125.0,18857.0
49018761,527,89.0,13446.0
49019237,357,48.0,18606.0
49022805,281,623.0,8042.0
49024100,6535,300.0,9951.0
49026948,292,629.0,6747.0
49211825,264,59.0,16391.0
49218440,759,140.0,15821.0
49225568,62,154.0,13950.0
49226616,326,115.0,12143.0
49228776,235,145.0,12857.0
49241398,46,10.0,12608.0
49136477,2666,99.0,28227.0
49142923,371,116.0,21951.0
49145365,4197,32.0,7871.0
49149598,502,91.0,11076.0
49152970,331,99.0,14446.0
49157025,555,202.0,15724.0
49157424,592,178.0,8714.0
49158456,263,194.0,15500.0
49029323,88,87.0,11916.0
49030865,2937,479.0,14320.0
49039026,245,62.0,10563.0
49041803,700,84.0,13313.0
49042509,625,233.0,12977.0
49044299,283,130.0,12938.0
49159986,304,126.0,10927.0
49169710,132,72.0,17115.0
49172890,744,1545.0,7666.0
49174756,25,272.0,17541.0
49175978,229,85.0,14506.0
49046539,288,90.0,14410.0
49046672,391,119.0,13707.0
49241564,299,229.0,13190.0
49243212,386,69.0,14439.0
49244215,274,191.0,14572.0
49245482,731,1380.0,4594.0
49246673,320,118.0,14533.0
49247483,580,74.0,20692.0
49247694,281,185.0,17098.0
49054182,638,182.0,10304.0
49059730,261,51.0,14081.0
49177425,842,0.0,12878.0
49177819,304,91.0,19473.0
49179008,275,52.0,17395.0
49179068,758,204.0,15848.0
49190919,185,173.0,16437.0
49402750,390,63.0,13366.0
49249517,476,169.0,17791.0
49256890,440,101.0,12976.0
49258364,201,242.0,16475.0
49258856,586,169.0,13442.0
49259071,500,121.0,13695.0
49259253,1175,115.0,13579.0
49612318,230,119.0,12968.0
49613696,1416,309.0,24276.0
49617920,842,26.0,12664.0
49403099,348,158.0,15919.0
49404022,503,176.0,13702.0
49420553,232,1755.0,6145.0
49421625,409,109.0,14445.0
49422746,499,152.0,21452.0
49627000,840,935.0,22736.0
49260138,629,51.0,12641.0
49270284,314,79.0,14435.0
49273047,538,137.0,21143.0
49274169,148,51.0,16498.0
49627248,913,350.0,22667.0
49629345,114,35.0,12213.0
49636298,173,174.0,14519.0
49638183,796,342.0,15364.0
49425803,105,9.0,15495.0
49426040,349,392.0,19568.0
49436100,117,75.0,14265.0
49441284,708,263.0,10457.0
49639535,208,617.0,6738.0
49286428,155,700.0,19846.0
49287294,619,146.0,13190.0
49288693,556,246.0,19714.0
49290383,5076,123.0,12907.0
49294132,466,71.0,16085.0
49294534,436,83.0,15665.0
49645125,33,123.0,15443.0
49646649,743,421.0,16785.0
49648091,736,71.0,10393.0
49651889,364,226.0,14790.0
49652245,162,113.0,14463.0
49653467,399,79.0,13850.0
49299232,501,231.0,19730.0
49315958,368,136.0,18805.0
49316728,423,53.0,14505.0
49317436,525,230.0,14092.0
49319626,444,1319.0,7930.0
49320836,3623,350.0,11229.0
49322333,451,101.0,16042.0
49325044,181,142.0,15511.0
49442994,764,179.0,12992.0
49443360,1102,204.0,23719.0
49447343,795,129.0,19341.0
49447624,3690,417.0,11298.0
49447923,1121,72.0,10079.0
49448292,297,126.0,14556.0
49451418,1001,281.0,13827.0
49460071,329,3.0,13708.0
49658095,370,60.0,18594.0
49669315,650,1057.0,5447.0
49684216,380,231.0,15956.0
49690753,284,57.0,15033.0
49690878,362,165.0,12576.0
49691549,2377,116.0,17842.0
49462266,508,138.0,15536.0
49470050,146,38.0,14553.0
49470218,227,66.0,14263.0
49470374,166,74.0,14089.0
49475002,510,104.0,12501.0
49483226,506,80.0,18661.0
49328408,555,136.0,12725.0
49336931,585,150.0,12022.0
49341125,473,5481.0,13962.0
49341459,197,97.0,14010.0
49341497,160,85.0,13695.0
49346114,586,812.0,3803.0
49346405,745,52.0,15228.0
49348879,4133,613.0,7972.0
49692590,203,117.0,16159.0
49692782,276,220.0,18178.0
49693252,459,179.0,15116.0
49698767,367,67.0,14203.0
49350342,7773,97.0,8259.0
49351323,451,100.0,13786.0
49364284,498,89.0,15513.0
49367371,298,96.0,14510.0
49377270,493,64.0,12989.0
49377278,493,64.0,12989.0
49701947,410,72.0,14556.0
49702148,402,172.0,14990.0
49702711,571,317.0,17308.0
49487853,433,225.0,28303.0
49491879,510,104.0,12501.0
49512718,254,126.0,14053.0
49524149,1370,360.0,22372.0
49528207,431,257.0,18959.0
49705160,218,204.0,12869.0
49705923,359,101.0,14002.0
49707129,610,255.0,12443.0
49708212,839,203.0,13456.0
49378714,464,99.0,17063.0
49380403,278,25.0,16796.0
49384376,374,64.0,13760.0
49388478,260,146.0,14170.0
49391040,455,75.0,13755.0
49532423,1428,204.0,10231.0
49533981,361,651.0,19251.0
49534641,370,235.0,14060.0
49535251,260,82.0,10971.0
49538059,248,98.0,18535.0
49713396,187,67.0,13677.0
49713996,148,103.0,18110.0
49716213,710,6310.0,15470.0
49551756,622,133.0,19474.0
49563078,885,56.0,14827.0
49563531,255,85.0,13894.0
49730558,451,151.0,14951.0
49733510,749,345.0,12439.0
49809595,678,1016.0,5551.0
49811796,660,523.0,10624.0
49813829,3621,911.0,6900.0
49814851,692,311.0,10614.0
49815039,493,133.0,14719.0
49834604,351,274.0,10800.0
49835977,314,174.0,19105.0
49733992,497,218.0,11974.0
49734537,618,168.0,24437.0
49735553,501,102.0,13036.0
49738307,185,409.0,15772.0
49567184,361,87.0,11632.0
49568874,583,355.0,13971.0
49579941,316,66.0,13784.0
49584983,525,112.0,15338.0
49752230,1561,138.0,7696.0
49752320,273,131.0,12638.0
49754187,299,74.0,11806.0
49840515,403,225.0,15406.0
49856007,336,111.0,12347.0
49860773,651,351.0,12311.0
49756756,492,184.0,11184.0
49767880,328,619.0,18137.0
49590996,358,169.0,12572.0
49591825,1218,802.0,24534.0
49593677,447,72.0,15750.0
49596032,300,264.0,15761.0
49607441,601,184.0,17162.0
50032602,851,159.0,15335.0
49770362,445,281.0,9703.0
49770554,748,156.0,24299.0
49770573,530,99.0,13338.0
49771515,660,322.0,14479.0
49861555,1084,210.0,11368.0
49863599,309,83.0,16630.0
49871065,78,213.0,13276.0
49872358,233,239.0,14142.0
49873851,1650,149.0,24671.0
49877263,367,107.0,14804.0
49775120,230,141.0,10654.0
49776485,586,493.0,22491.0
49777208,467,6129.0,15582.0
50034823,253,168.0,15256.0
50044566,371,234.0,15654.0
50045106,550,145.0,13332.0
50046726,250,193.0,12661.0
50047337,475,185.0,15479.0
50048410,862,247.0,25702.0
50051141,3998,37.0,21531.0
50053083,3438,85.0,8335.0
49779563,220,236.0,11026.0
49792300,166,89.0,15991.0
49792328,155,189.0,16472.0
49881509,411,95.0,10293.0
49895566,51,80.0,12729.0
49899440,957,190.0,7383.0
49901647,340,96.0,17391.0
49902236,41,100.0,12416.0
49906500,343,160.0,13211.0
50229513,730,207.0,8660.0
50054553,585,305.0,18608.0
50056629,1158,81.0,25916.0
50060985,220,225.0,15064.0
50067437,208,10.0,14668.0
50070357,69,19.0,14447.0
50070650,521,156.0,12612.0
50084513,962,339.0,19658.0
50230523,300,14.0,10881.0
49910031,531,6622.0,12809.0
49910561,122,206.0,14571.0
49916027,350,95.0,12408.0
49920227,405,212.0,12885.0
49921619,321,164.0,12835.0
49923953,278,185.0,12626.0
49926303,1745,221.0,25616.0
49926780,1439,805.0,18912.0
50231445,420,78.0,19916.0
50232312,276,244.0,11486.0
50240781,151,131.0,12149.0
50087383,536,94.0,15500.0
50102924,516,214.0,15845.0
50243854,496,145.0,19608.0
49927058,711,184.0,10070.0
49927153,2195,218.0,8289.0
49931452,319,101.0,12516.0
49934233,85,170.0,12076.0
49938794,80,86.0,11601.0
49942554,389,80.0,14127.0
50245157,563,72.0,12350.0
50257676,110,14960.0,18808.0
50260476,173,247.0,15610.0
49946463,311,139.0,15022.0
49949577,410,109.0,10818.0
49951454,455,212.0,12474.0
49951702,594,112.0,16101.0
49958366,248,158.0,16282.0
50273161,1027,146.0,14180.0
50105157,636,370.0,19526.0
50105297,283,146.0,16049.0
50106057,4854,226.0,9217.0
50114549,304,115.0,14209.0
50114718,745,273.0,11088.0
50115342,383,102.0,25098.0
50116921,759,174.0,12997.0
50126048,6365,458.0,10104.0
50282803,351,118.0,11375.0
50287920,284,72.0,11906.0
50288333,2343,345.0,14778.0
50288716,426,227.0,14261.0
50288808,614,122.0,10488.0
49964381,377,226.0,11786.0
49968296,471,98.0,17994.0
49978761,426,238.0,10624.0
49980221,1334,24.0,24572.0
49980476,107,90.0,4509.0
49986878,307,16501.0,16824.0
49987009,644,116.0,22761.0
49987096,380,61.0,15687.0
50291345,778,213.0,15516.0
50307683,637,143.0,20435.0
50309122,331,62.0,14599.0
50309369,509,113.0,12286.0
50132114,5200,57.0,12791.0
50132200,384,527.0,12106.0
50133133,356,91.0,15702.0
50133389,567,13.0,15696.0
50133987,2319,75.0,21528.0
50136462,202,702.0,5489.0
50145063,1167,3449.0,5641.0
50147460,302,110.0,14130.0
50310472,531,158.0,15276.0
50323999,998,16982.0,17641.0
50325603,260,144.0,12576.0
50148604,343,160.0,13211.0
50152840,715,263.0,10291.0
50154380,680,87.0,15890.0
50154480,521,156.0,12612.0
50165885,191,286.0,15078.0
49996255,291,191.0,11489.0
50000106,302,90.0,14424.0
50001583,704,49.0,15577.0
50005702,519,219.0,15589.0
50012899,981,153.0,7309.0
50014718,448,103.0,13123.0
50017683,1673,7413.0,13523.0
50027063,268,93.0,13026.0
50335735,170,184.0,12627.0
50338291,427,112.0,14977.0
50348283,287,199.0,14646.0
50348687,1365,393.0,17598.0
50350784,772,77.0,6850.0
50357364,447,91.0,14997.0
50421355,332,33.0,13548.0
50423127,1844,7591.0,13437.0
50427075,347,52.0,17611.0
50434100,694,163.0,25700.0
50437750,621,195.0,20779.0
50438495,297,100.0,13652.0
50169444,179,94.0,16393.0
50170583,550,141.0,17850.0
50172690,351,113.0,17408.0
50177212,1913,725.0,2096.0
50181296,74,54.0,11703.0
50184806,304,96.0,24294.0
50197398,747,86.0,14166.0
50357770,5894,1176.0,36457.0
50357851,356,24.0,22443.0
50359042,698,101.0,12137.0
50361433,516,112.0,11445.0
50197603,586,169.0,13442.0
50210952,84,151.0,15853.0
50213868,248,96.0,10487.0
50363428,886,32.0,12064.0
50439191,259,54.0,10680.0
50439347,3778,395.0,9595.0
50444487,369,61.0,13722.0
50444902,250,44.0,13819.0
50447076,584,111.0,24040.0
50448458,1129,320.0,8128.0
50373097,642,106.0,10750.0
50373395,286,19.0,18336.0
50377243,381,40.0,13145.0
50379952,608,179.0,22200.0
50217850,303,217.0,15295.0
50218172,1099,59.0,18125.0
50218259,387,242.0,14482.0
50229406,535,676.0,9448.0
50634330,591,74.0,15062.0
50634369,777,144.0,15108.0
50634986,298,109.0,14094.0
50380856,1974,496.0,1363.0
50381056,248,227.0,19886.0
50454030,533,165.0,15754.0
50455183,506,58.0,18703.0
50464753,461,218.0,4601.0
50464835,472,318.0,4615.0
50467092,1227,571.0,4041.0
50473264,472,261.0,13602.0
50475919,593,107.0,11182.0
50476420,347,92.0,12741.0
50480214,327,107.0,15915.0
50382110,366,170.0,15392.0
50394984,652,177.0,15533.0
50398446,367,72.0,15766.0
50403442,732,226.0,12961.0
50403831,1605,219.0,35617.0
50636537,383,173.0,14211.0
50637542,2988,323.0,11641.0
50638762,1705,81.0,22352.0
50639364,4588,2283.0,6035.0
50640505,388,174.0,14871.0
50643073,377,217.0,12018.0
50643599,890,408.0,3451.0
50488088,635,135.0,13937.0
50490000,3787,138.0,23781.0
50490073,536,213.0,13558.0
50490369,1001,91.0,14201.0
50496178,799,305.0,22184.0
50497636,72,73.0,22888.0
50403963,807,168.0,13124.0
50408339,287,217.0,11174.0
50416793,365,256.0,14424.0
50416941,395,203.0,16457.0
50654283,219,76.0,18609.0
50654386,549,142.0,10529.0
50657075,210,119.0,16244.0
50657826,2806,202.0,12230.0
50526392,1040,1258.0,3287.0
50535149,500,186.0,14970.0
50535731,88,224.0,13287.0
50540716,867,184.0,11523.0
50788937,402,61.0,13294.0
50793014,420,107.0,15346.0
50793849,2836,823.0,36352.0
50661588,542,247.0,17308.0
50669306,647,178.0,15482.0
50672817,3660,10822.0,24631.0
50673172,281,250.0,15226.0
50675195,385,107.0,15516.0
50679257,223,71.0,13175.0
50681515,1759,134.0,37482.0
50795444,812,47.0,15298.0
50545664,1373,211.0,15625.0
50546202,574,97.0,15702.0
50547429,274,74.0,12615.0
50549001,250,60.0,12285.0
50550783,179,139.0,11218.0
50551102,293,261.0,11784.0
50795818,392,104.0,23571.0
50797765,744,298.0,18575.0
50802956,281,56.0,10939.0
50806836,762,213.0,25406.0
50807495,235,65.0,14238.0
50684236,275,103.0,22983.0
50685019,1381,233.0,21732.0
50685274,645,64.0,22853.0
50687637,136,65.0,10818.0
50692596,176,205.0,13437.0
50697485,257,42.0,11722.0
50698344,293,73.0,13647.0
50698997,360,15.0,19982.0
50552044,446,167.0,11410.0
50552494,442,263.0,10964.0
50552681,580,238.0,11140.0
50552859,429,249.0,10977.0
50554478,445,532.0,29757.0
50564872,159,139.0,13091.0
50808284,330,86.0,14413.0
50809342,535,321.0,11868.0
50813895,661,192.0,9905.0
50822826,293,139.0,24563.0
50826322,345,241.0,14797.0
50831816,2233,284.0,9143.0
50699494,5096,765.0,4747.0
50701850,475,50.0,14775.0
50702408,557,208.0,14787.0
50702550,557,208.0,14787.0
50704666,483,91.0,19875.0
50706815,326,34.0,14795.0
50706878,662,306.0,3780.0
50707891,1027,146.0,14180.0
50568691,635,58.0,13687.0
50574468,408,16.0,10337.0
50575615,4092,235.0,8635.0
50583386,1054,312.0,22108.0
50586925,584,918.0,3098.0
50588332,372,51.0,20085.0
50593578,361,122.0,14733.0
50593873,377,138.0,15310.0
50594529,547,16819.0,16559.0
50595710,651,1111.0,5344.0
50596016,490,344.0,10430.0
50831853,346,636.0,5807.0
50833394,236,403.0,19540.0
50840675,1244,421.0,19900.0
50844104,1795,300.0,23768.0
50850599,435,102.0,14972.0
50851753,235,389.0,4363.0
50614701,231,165.0,14819.0
50619651,557,208.0,14787.0
50622095,253,234.0,15346.0
50623654,4976,7456.0,12925.0
50634288,514,175.0,14971.0
51001407,8124,494.0,6643.0
50709185,419,216.0,25275.0
50710947,396,125.0,12638.0
50720125,6332,272.0,9896.0
50724280,329,73.0,13716.0
50728845,285,67.0,12478.0
50729758,2550,140.0,16263.0
50731544,234,90.0,14469.0
50853546,843,130.0,9677.0
50854532,778,213.0,15516.0
50862774,129,121.0,25654.0
50866798,259,84.0,11764.0
50740601,635,50.0,14317.0
50743177,445,113.0,12072.0
50744270,1028,148.0,14178.0
50744441,349,154.0,13800.0
50745200,3738,10749.0,24543.0
50749649,836,184.0,11417.0
51001908,580,444.0,20087.0
51001957,514,7.0,8701.0
51003836,334,275.0,10213.0
51008529,264,94.0,14334.0
51008582,550,146.0,13332.0
51013625,240,49.0,13250.0
50871220,410,207.0,14845.0
50873910,286,100.0,15148.0
50874018,156,48.0,14542.0
50755431,633,126.0,15947.0
50755857,295,72.0,11581.0
50762178,316,184.0,13207.0
50764841,395,411.0,30432.0
50769055,188,158.0,14525.0
50874085,359,266.0,18638.0
51014536,121,141.0,12757.0
51019131,557,208.0,14787.0
51023350,1416,86.0,15372.0
51023989,450,191.0,11140.0
51023991,505,136.0,11306.0
51024266,3631,300.0,15937.0
51025107,443,210.0,21366.0
50875290,1135,124.0,7269.0
50875520,1787,251.0,23709.0
50877802,29,50.0,12666.0
50879115,275,115.0,11767.0
50769070,129,86.0,14276.0
50775933,775,124.0,14187.0
50778696,660,134.0,15894.0
50782009,887,70.0,32504.0
51227641,573,58.0,12590.0
51228351,199,28.0,13262.0
50888320,661,224.0,15320.0
50890282,218,428.0,18237.0
51035025,359,192.0,21501.0
51037782,469,40.0,14856.0
51040846,387,143.0,11859.0
51042544,611,42.0,31917.0
51045369,378,65.0,15684.0
51058734,296,126.0,14556.0
51059180,383,90.0,13692.0
50892818,2271,242.0,15206.0
50897694,696,206.0,14669.0
50898831,501,247.0,15880.0
50899124,164,52.0,15757.0
51230660,479,236.0,14681.0
51232872,445,459.0,3632.0
51233737,64,6.0,14911.0
51235989,571,153.0,14595.0
51241506,328,112.0,13654.0
51243376,508,118.0,22544.0
51246356,950,207.0,13758.0
51248654,354,193.0,18645.0
50900377,285,149.0,19017.0
51059798,598,210.0,13469.0
51061698,784,50.0,20392.0
51064101,2145,197.0,22410.0
51064493,590,151.0,10292.0
51068516,301,166.0,18101.0
50912283,48,163.0,16778.0
50913395,165,56.0,14534.0
50918485,436,209.0,18740.0
50921324,298,32.0,11929.0
50925457,115,67.0,12232.0
51081964,483,132.0,16476.0
51083869,20,3.0,21617.0
51101034,98,73.0,15779.0
51109929,1974,147.0,18382.0
51119388,931,1838.0,5732.0
51121141,796,151.0,14111.0
51251317,344,164.0,10310.0
51257815,611,115.0,15960.0
51260918,1015,142.0,12979.0
51262232,317,90.0,11361.0
51262978,247,29.0,15203.0
51263392,700,363.0,24466.0
51265152,468,50.0,20735.0
51265207,430,175.0,15075.0
50925570,367,176.0,15297.0
50942618,372,204.0,15638.0
51265906,396,202.0,15690.0
51267133,1288,461.0,3571.0
50943154,2092,58.0,8590.0
51143643,298,89.0,15063.0
51143675,1170,220.0,23963.0
51145379,442,166.0,10304.0
51149917,647,74.0,11944.0
51150521,415,156.0,13186.0
50953084,320,100.0,15246.0
50957892,456,75.0,10816.0
50958541,737,57.0,13959.0
50961550,214,109.0,11528.0
50971404,466,174.0,17880.0
50975371,3487,360.0,7847.0
51165082,893,101.0,12675.0
51166991,598,210.0,13469.0
51169564,731,70.0,12508.0
51174632,6196,39.0,19266.0
51175460,696,89.0,13553.0
51175938,5252,426.0,20303.0
51176539,482,99.0,19033.0
51279306,274,123.0,11640.0
51279896,1860,109.0,11267.0
51281056,249,160.0,13183.0
51283129,579,192.0,13551.0
51286547,28,23.0,25532.0
51290734,757,87.0,8605.0
50977430,280,58.0,15142.0
50982593,191,286.0,15078.0
50982601,549,110.0,13485.0
50991222,960,137.0,21119.0
50992996,249,99.0,11839.0
51305818,239,108.0,24873.0
51306036,218,94.0,12869.0
51307052,259,141.0,19163.0
